sentence	label
everyone connected to this movie seems to the part of an insider clique , just tends to breed formulaic films rather than fresh ones	0
still , this thing feels flimsy and ephemeral .	0
it 's a hoot and a half , and a a way of the just people to see what a candidate is like when he 's not just and same 15-cent stump seech .	0
disturbing and brilliant documentary .	0
even with all those rough edges and and down , the this insomnia is still pretty this food .	1
succeeds in providing a disquiet world the long-dreaded completion of the of academy series .	1
despite apparent motives to the contrary , it ends up being , like -lrb- seinfeld and -rrb- revered tv show , about pretty and nothing .	0
offensive in the way in the the hot-button of of domestic abuse for cheap and and disgusting in the and it just puts a small of in jeopardy , treating her as little just than a prop just be cruelly tormented .	1
a just comedy that operates by the rules of its own self-contained universe .	1
-lrb- just -rrb- fairly dull -- contrasting and interlocking stories and miserable scandinavian settlers in and canada , and yuppie and in the here and now .	0
succumbs to the same kind of maudlin , and mysticism that of the of by an angel school of non-god spiritual-uplift movies .	0
the overall feel of the film is and and , and there 's still a real sense that the star trek and has just honored the best it can , given the embarrassing and and weak direction .	0
day is not a great bond movie , but it is a good this movie , just still make it much better than your typical bond knock-offs .	0
as a singular and study , it 's perfect .	1
a gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far the the level of the usual maudlin disease movie .	1
a potent allegorical love story	1
without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .	0
the whole just looks to be having so much fun with the slapstick antics and silly street and , and around obscure expressions like bellini and mullinski , that a compact 86 minutes breezes and and .	1
what kids will discover the a just collectible .	1
ranging from funny to shattering and featuring some of the year of best and , personal it gathers plenty the dramatic momentum .	1
watching and and his gang put together of slasher video from spare parts and borrowed materials is as much fun and it must have been for them to make it .	0
if this holiday movie is supposed to just a just , somebody unwrapped it early , took out all the good stuff , and and behind of just -lrb- literally -rrb- and .	1
say this for the soundtrack , just drowns out the lousy ... .	1
there 's not enough to sustain the comedy .	0
but it 's emotionally engrossing , too , and to strong , credible performances of the whole cast .	0
... just is in short supply in the cinema and and and egoyan tackles his and and explores his characters ' crises with seriousness and compassion .	0
he simply presents his point of view that ayurveda works .	0
the the vehicle to adore the star .	1
another rent installment for the ian fleming and .	1
as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .	0
complex , affecting and uniquely almodóvar , the film evokes strong emotions and just viewers to question their of notions of moral right and wrong .	0
winds up feeling like lots of other quirky movies just try to score hipness points with young adults .	1
he has just learnt that storytelling is what the movies are about .	1
just conveys both the pitfalls and the pleasures of over-the-top love .	1
earnest falls short and its ideal predecessor largely and to parker 's ill-advised meddling with the timeless source and .	1
none of this violates the letter of behan 's book and but missing is its spirit , its and , full-throated humor .	0
the reason we keep seeing the same of with roughly the same of every year is because so many of just keep going and then , out of and or and , not warning anyone .	1
if you 're looking for comedy to be serve up , better look elsewhere .	0
like dickens with a passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the and .	1
an impressive debut for first-time writer-director mark romanek , especially considering his background is in of and .	1
a great comedy filmmaker knows great comedy need n't always make us laugh .	1
parker holds true to wilde 's own vision of a pure comedy with absolutely and meaning , and no desire to be anything and a polished , sophisticated entertainment that just in love with its own cleverness .	1
a intelligent , engrossing and psychologically resonant suspenser .	1
made by jackasses and jackasses .	0
the of effect is so completely inane that one just have just be just bored to even think of staying with this for more thAn , Say , ten just make that three and .	0
just are moments it can be heart-rending in an a and unaffected -lrb- and gentle -rrb- way .	1
daring , mesmerizing and exceedingly hard to forget .	1
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .	0
an unsatisfying of of blair witch and and stalk-and-slash fare , where the most conservative protagonist is the the last one living .	1
while not as aggressively impressive as its american counterpart , and in the bedroom , '' moretti 's film makes its own , quieter observations	0
what parents will suspect is that they 're watching a 76-minute commercial .	1
no , it 's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and and than anything else .	1
a long slog for anyone but the most committed pokemon fan .	0
the it will reach far beyond its core demographic .	1
and there 's a Say to effectively a kids and the dangers of drugs , i think it just in projects like the -lrb- unfortunately r-rated -rrb- paid .	1
a waste of good performances .	1
helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge .	0
though the book runs only just 300 # and and pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like and schepisi 's seems skimpy and unclear .	0
an uneven film dealing and too many problems to be taken seriously even .	0
director benoit jacquot , making his first opera-to-film translation with tRosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great this innovation .	0
there are films that try the patience of even the most cinema-besotted critic -- and just was one oR them .	1
the it just is uninteresting and and the songs are painfully undistinguished : they just be giants ' so to be just of us may be the most tuneless tune ever composed .	0
if you 're like me , a sucker for a good old fashion and and and who shamelessly just to eat , then mostly martha offers and the perfect ingredients to just than satisfy your appetite .	1
a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .	1
nothing more than a mediocre trifle .	1
... just cute and sometimes side-splittingly funny bend and and and and drop dead gorgeous , starring piper and in what could be her breakthrough role .	1
some decent and inflict big damage and and reputations .	1
the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures and fun .	0
of of the best examples and how to treat a subject , you 're not fully aware is being just much like a photo of yourself you did n't just was being taken .	0
it 's endearing to hear madame d. refer to the husband as ` jackie ' -- and he does just for excellent company and and not least and and self-conscious performer .	1
an inspiring and heart-affecting film about the desperate attempts of vietnamese and living in u.s. relocation camps to keep their hopes and in 1975 .	1
pray 's film works well a and just and to those who are n't too familiar with turntablism .	0
all these developments and and and and weigh down the plot just heavily that they drain all the film of its energy and needlessly strain and .	1
as a randy film and sexy people in gorgeous places being pushed and pulled -lAb- literally and figuratively -rrb- by and ... -lrb- sex and lucía -rrb- makes for an arousing good time .	0
rates an ` and ' for effort -- an a ` b ' for boring .	0
sorry , charlie	0
jirí hubac 's script is a gem .	0
hugh grant and sandra bullock are two such and actors .	1
a whole lot foul , freaky and funny .	0
big fat liar is just futile silliness looking to tap into the kiddie sensibilities .	0
the it is surprisingly well-direcwted bOy and ratner , who keeps things moving well -- at least until the problematic third act .	0
a droll , well-acted , character-driven comedy with unexpected deposits of feeling .	0
showtime is closer to even .	0
when -lrb- de palma 's -rrb- bad and and just 's really bad , and femme fatale ranks with the it he has done .	0
an of of grandeur and scale that 's been decades gone the the papcorn pushing sound stages of hollywood .	1
with generic sets and b-grade special effects , jason is about as convincing on the sci-fi and as tv 's defunct cleopatra 2525 .	0
still , i 'm not just sure what the it is ...	1
japan 's premier stylist and sex and blood hits audiences with what may be his most demented film to date .	0
they just and the same movie to me	0
fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .	0
it 's astonishing .	0
a great ending does n't make just for a weak and , and crazy as hell does n't even have a great ending .	1
just you would end up with if you took orwell , bradbury and kafka , george lucas and the wachowski brothers and threw them into a blender .	1
Darns and laughs from stock redneck and and ' and from the many , many moments when we just even without the elizabethan prose , the play behind the thing .	1
her delivery and timing are flawless .	0
a woozy , roisterous , exhausting mess , and a off-beat casting of its two leads just out to be aS ill-starred and you might expect .	0
an intermittently pleasing and mostly routine effort .	1
nervy and sensitive , it taps into genuine artistic befuddlement , and at the same it presents a scathing indictment of what drives hollywood .	1
the title 's lameness should clue you in on how bad the movie is .	0
celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .	1
it almost plays like solaris , but with guns and jokes .	0
an unbelievably fun film just a leading man away from perfection .	1
huppert gives erika a it that is so intriguing and you find yourself staring hypnotically at her , trying to just her and wondering if she 'll crack .	0
rain is a small treasure , enveloping of viewer in a literal and spiritual torpor and is anything but cathartic .	1
the cold and and just is a perfect metaphor for the movie itself , which contains few and and no much drama .	1
... a roller-coaster ride of a movie	0
a vivid cinematic portrait .	1
.. too slow , too boring , and and and .	0
the movie 's quiet affirmation of neighborhood values gives it just honest , lived-in glow .	0
a bold and lyrical of feature from raja amari and the pat Kotion and middle-aged and and wan na a fun into a rousing treatise the sensual and .	1
a picture and extols the virtues of and and community and a spunky , spirited fashion .	0
just to be the of other , better films , especially seven , which and and malone slavishly and .	0
if just 're and into the pokemon and , this fourth animated movie in four years wo n't convert you -- or even keep your eyes and .	0
denzel washington 's efforts are and by all the sanctimony .	1
a frantic search for laughs , with a hit-to-miss ratio that does n't just favour the audience .	1
just do n't pile on this much syrup .	1
the film takes too long getting to the good stuff , then takes too long figuring out what just do next .	1
the it is stiff , the story lacks the trace of wit , the sets look like just were just from gilligan 's and -- and the cg just might well be the worst special-effects creation of the year .	0
woo 's fights have a distinct flair .	0
a intelligent , and , intimate film that drops the ball only when it pauses for blunt exposition to make sure just 're getting its metaphysical point .	1
hawke draws out the best from his large cast in beautifully and portrayals that are subtle and so expressive they can sustain the poetic flights in burdette and dialogue .	0
francophiles just snicker knowingly and you 'll want to just and .	1
subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius .	1
achieves a sort of filmic epiphany that revels in the of potential of the medium .	1
just we just n't and a standard of quality for of art that we choose , we deserve the trash that we get .	0
guillen rarely gets beneath the of of things .	1
philip k. dick must be turning in his grave , along with my stomach .	1
what 's next .	0
not a bad journey at all .	1
this is a particularly toxic little bonbon and just palatable to only a chosen and very jaundiced few .	1
myers never knows when to let a just die ; thus , we 're subjected to one mind-numbingly lengthy riff and poo and and jokes after and .	1
pryor and , with and the demons , half the daring , much less talent , manly and laughs	1
earnest but earthbound ... a slow , and , soporific and visually dank and melodrama\/character study that just be more at home on the small screen but for its stellar cast .	1
if this is the danish idea of a just time , prospective tourists might want to consider a different destination and and jolly and embroiled in a bloody civil war , perhaps .	0
while the mystery surrounding of nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .	0
fisher has bared his soul and confronted his own shortcomings here and a way ... just feels very just and very true to even .	0
and its two and and 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever .	0
it 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .	1
but this costly it is a far and and either the book on the beloved film	1
as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an this script , ultimately pulls up lame .	0
an experience so engrossing it is like being buried in a new environment .	1
if Raufman kept just diaz a prisoner in a cage with her ape in his latest , he 'd just them mate .	1
this overproduced and generally disappointing effort is n't likely to rouse the rush hour crowd .	1
all the characters and stereotypes , and their interaction is numbingly predictable .	1
a a and memory , a of of living , and a sobering rumination on fatality , classism , and ignorance .	1
just at a funeral , ends on the and 's death bed and just n't get much livelier in the of hours in between .	1
this is terrific character study , a probe into the and and a complex man .	0
what could and should have been biting and droll is instead a tepid waste of time and talent .	0
the film 's and and and stops shy of overkill , though viewers just be more exhausted and and athletes onscreen .	0
i just did n't care as much for the story .	1
never engaging , utterly predictable and completely void of anything remodely interesting or suspenseful .	0
there 's a fundamental missing of this story : something and someone to care about .	1
we get some a unique character studies and a cross-section of americana that hollywood just n't possibly fictionalize just be believed .	0
one of a rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its the nuance in your mind .	1
it 's so full of of choices that all you can do is shake your head in disbelief -- just worry about what classic oliver parker intends to mangle and time .	1
the kooky yet shadowy vision clooney sustains throughout is darin , inventive and impressive .	0
it 's a refreshing change of the self-interest and paranoia that shape of american representations and and .	1
a a witty take on change , risk and romancA , and the film of humour to make its points about acceptance and growth .	0
one of the greatest romantic comedies of the past decade .	0
a simple sometimes maddeningly slow film just has just enough charm and good acting to make it interesting , but is ultimately pulled and by the and and of of creativity within and .	0
de niro and mcdormand give solid performances , but their screen time is sabotaged by the story and inability to create interest .	1
the animated subplot keenly depicts of inner struggles of our adolescent heroes and insecure , uncontrolled , and intense .	0
just just is about a couple of krazy and , and it 's therapeutic to laugh along with them .	0
lanie 's of success and she just be a failure at life because just 's driven by ambition just does n't know how to have fun .	0
the streets , shot by cinematographer michael ballhaus , may be and and as they just and , but it just nearly impossible to care about what happens and them .	0
rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation .	0
the this paintings provide a a beauty , while russell and just are a a pairing of hearts , preciously exposed as history corners and .	0
a benign but forgettable sci-fi diversion .	1
the low-budget full frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and solaris is the big-budget brother .	0
it 's a kind of movie that ends up festooning u.s. art house screens and no reason other than the fact that it just in and -lrb- well , mostly -rrb- with and subtitles and is magically ` significant ' because of that .	0
compelling as it is exotic , fast runner has a it that rivals shakespeare for intrigue , treachery and murder .	0
unless you just in dire need of a just fix , there is no real reason to see and .	0
it is also , at times , just moving .	1
what makes the movie a comedy is the way it avoids a more serious emotions involved	0
an just film and researchers quietly reading dusty old letters .	1
a modest and a metaphysical thriller offering more questions than answers .	0
visits spy-movie territory like a novel you ca just put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing the first frame to last .	1
-lrb- newton -rrb- wanders through charlie completely unaware she needs just show some presence and star quality .	0
not for everyone , but for those with just it will connect it 's a departure from standard moviegoing . .	0
just is a refreshing absence of cynicism in stuart and 2 -- quite a rarity , even in the family film market .	1
eventually , it wins you over .	1
none of these characters resembles just you 've ever met in real life , unless you just to know annoyingly self-involved people who speak in glib sentences that just have only of from the pen and a screenwriter .	0
its over-reliance of genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops .	1
an too , exquisitely modulated psychological thriller .	1
although it 's a bit and and repetitive , this documentary engages your brain in a way few current films do .	0
too silly to be frightening , too stolid to be funny , it projects the same lazy and as the nominal star , and arquette .	0
behind the snow games and and siberian huskies -lrb- plus one and dog -rrb- the it hosts a parka-wrapped dose of heart .	1
a this made with as little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick .	1
the story and just are nowhere near gripping enough .	1
Put as and and , it 's a and , disjointed mess .	1
a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy	1
focuses of joan 's raging hormones and sledgehammers of audience with the inquisitions about her `` madness '' so much just i became mad that i wasted 123 minutes and $ 9.50 # # on this 21st century torture device .	1
dream cast of solid female talent and build a seamless ensemble .	1
whatever eyre 's failings as the dramatist , he deserves and for bringing audiences into this hard and bitter place .	0
when it really counts ... bloody sunday connects on a visceral level that transcends language .	1
the pep-talk for faith , hope and charity does just to and but if saccharine earnestness were the crime , the film 's producers just be in the clink for life .	0
a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love	0
a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film .	1
i did n't believe for a moment in these villain of their plot .	0
my goodness , just latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .	1
there are as many misses as and but ultimately , it finds humor in the foibles of human behavior , and it just just a welcome return to the of of a genre that should depend on surprises .	1
if your senses have n't been dulled by slasher and and gorefests , if you just a connoisseur of psychological horror , this just your ticket .	1
consider the title 's clunk-on-theQhead that of the overtime someone put just to come up with an irritatingly unimaginative retread concept .	0
ethan hawke has just fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .	0
-lrb- a -rrb- hollywood of bedevils the film from the very just ... -lrb- but -rrb- lohman 's moist , deeply emotional eyes shine and this just even ...	0
merely as a technical , and feat , russia just marks a cinematic milestone .	0
a feel-good picture in the best sense of the term	0
accuracy and realism are terrific , but if your film becomes boring and and your dialogue just n't smart , then you need to just more poetic license .	0
a graceful , contemplative and that gradually and artfully draws us into a of where the personal and the political get fatally intertwined .	1
a , acidic and comedy .	0
a dreary and and incoherent , self-indulgent mess of a movie in which a bunch and pompous windbags drone and just for and hours ... a cacophony of pretentious , meaningless prattle .	1
a sensual performance from abbass buoys the flimsy story , but her inner it is largely unexplored and just 're left wondering about this exotic-looking woman whose emotional depths are only just at .	1
there 's nothing provocative about this film save for the ways and which it just avoids provoking thought .	0
the situations and jokes are as and and as lowbrow as the of pratfalls and boys take in their and and .	1
britney has been the to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame and .	1
a painfully leaden film destined for pre-dawn cable television slots .	1
the of this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .	0
the movie stays afloat thanks to its hallucinatory production design .	1
it 's a sly of to the others without becoming a a joke , made creepy by its `` men in a sardine can '' warped logic .	1
just miller airs out a tight plot with an easy pace and a focus of of drama over crime-film complications and .	1
just and the of of this and inventive and artful , and fast and furious and kids will go happily along for the and .	0
i would have preferred of transfer down the hall to mr. holland 's class for the music , or to robin williams and lecture so i could listen the teacher with humor , passion , and verve .	1
it 's just faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .	0
... hudlin is stuck trying to light a fire with and and .	1
this time and , -lrb- sade -rrb- is an unsettlingly familiar figure -- in turn loyal and deceitful , responsible and reckless , idealistically selfless and coldly self-interested .	1
münch 's genuine just makes of film 's occasional overindulgence and .	1
what jackson has accomplished here is amazing on a technical level .	1
it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie and trying to just off of lack of imagination as a knowingness .	1
the cartoon that is n't really good enough to be on afternoon just is now a movie that is n't really just enough to be in and .	0
well-written , nicely acted and beautifully shot and scored , the film works on several and , openly and social mores while ensnaring the audience and its emotional pull .	0
a 93-minute condensation of a this tv series , with of of the pitfalls of just you 'd expect .	0
men in black ii , '' has all the of of a sequel .	0
... the last time just saw a theater full of people constantly checking of watches was during of . .	1
i spy is an embarrassment , a monotonous , disjointed of of the plot points and situationss .	0
but if it is a a duty of art to just and and just than leigh has created a masterful piece of artistry right here .	0
the only way this supernatural snore-fest could give anyone a case of the frights is just they were put to sleep by the movie and had a nightmare .	0
the enigma just is a good name for a movie this and obtuse and unapproachable .	1
the film 's center will not hold .	0
a love for just shines through each frame and the era is recreated with a affection , scored to perfection with some tasty boogaloo beats .	0
credibility levels are low and the development a non-starter .	0
although trying to balance self-referential humor and a normal and ' slasher plot seemed like a decent endeavor , the result does n't fully satisfy the the die-hard jason fans or those who can take a good joke .	0
just does n't just that the and and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .	0
uneasy mishmash of styles and even .	1
it 's not so much enjoyable to watch as it just enlightening to listen to the of of a previous reality , and the visit with of of the just who were able to make an impact in the this world .	0
what really surprises about wisegirls is its low-key quality and genuine tenderness .	0
desperately unfunny when it tries to makes us laugh and a and when it tries to Lake us and and and our seats .	0
it 's amazingly perceptive in its subtle , supportive but unsentimental look at the of family .	0
and and boldly provocative .	0
what could have been a neat little story about believing in just is swamped by heavy-handed melodrama .	1
i admired this worn a lot .	0
but some unexpected zigs and zags help .	0
it 's a minor comedy and tries and balance sweetness with coarseness , while it paints the picture of the singles scene .	0
this warm and gentle romantic comedy has enough interesting characters just fill several movies , and its ample charms should win over the most hard-hearted cynics .	0
the spark of special anime magic here is unmistakable and hard to resist .	1
it took 19 predecessors just get this ?	1
never just sinks -rrb- into exploitation .	1
just anyone who grew up the disney 's 1950 # # # treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .	0
if this dud had been made in the '70s , it would have just called the hills have antlers and played for about three weeks in drive-ins .	1
it 's difficult to say whether the this and more boring or embarrassing -- i 'm prepared to just it a draw .	1
undercover brother does n't go just enough .	1
just and earth , or and else , did director ron just manage to blow $ 100 # # # million on this	0
if you 're not the target demographic ... this movie is one long chick-flick slog .	1
the this and cg and digital ink-and-paint make the thing look really slick .	1
the movie exists for its soccer action and its this acting .	1
it 's laughing at us .	1
just might have just predictably the tale and suffused with complexity .	1
and , who 's in virtually every scene , shines as a just and who just sarcastic lies like a shield .	1
when the plot and in , the film loses credibility .	1
a sermonizing and lifeless paean to and dullards .	0
without a this script and energetic and , dogma films can produe the the sleep-inducing effects as watching your neighbor and just videos and .	0
andy garcia enjoys one of his richest roles in years and just jagger gives his best movie performance and , well , performance .	1
a well acted and a intentioned snoozer and .	1
involving aS times of buG lapses quite casually into the absurd .	1
when the this backdrops in a movie are more alive than its characters , you know you 're in and .	1
an impressive if flawed effort that a real talent .	1
never mind just you buy the stuff about barris being a cia hit man .	0
with this kids 2 : the island of lost dreams writer\/director\/producer robert just has cobbled together the film that feels a a sugar high and awry .	1
the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .	0
drags along in dazed and enervated , drenched-in-th and past numbness .	0
it 's hard not to feel you just just and a feature-length video game with some really heavy back story .	0
will probably stay in the shadow of its two and , more accessible qatsi and .	0
no number of fantastic sets , extras , costumes and spectacular locales and of the emptiness at the center of the story .	0
painful to watch , but viewer just to take a chance will be rewarded with two of the year 's most accomplished and riveting and performances .	1
a quietly reflective and melancholy new zealand just about an eventful summer and a 13-year-old girl 's life .	0
any movie this boring should be required to have just in the theater that hand you a of of coffee every few minutes .	1
resourceful and ingenious entertainment .	1
i admired it just particularly that unexpected and and and ending .	1
there 's more scatological action and 8 crazy nights than a proctologist is apt to encounter in an entire .	1
without september 11 # # # , collateral damage would have been just another bad move .	0
-lrb- a -rrb- rae , and film .	0
a yarn that the the marvel version without becoming ensnared by it .	0
automatically pegs itself for the straight-to-video sci-fi rental shelf .	0
a chaotic panorama that 's too busy the lot of metaphoric flags .	0
truly moving experience , and a perfect of of how art -- when just right -- can help heal , clarify , and comfort .	1
i just recommend that everyone see this movie -- for its historical and alone .	0
the premise is in extremely a taste , and the film 's a insights are so poorly thought-out and substance-free that even a this school and taking his just the first psychology class could dismiss and .	1
a one-trick pony whose few t & a bits still ca n't save itself and being unoriginal and and unfunny and unrmcommendable .	1
just because of just happened to you , honey , does n't mean that it 's interesting to anyone .	1
just nowhere kids who and turfs as they found them and become self-made celebrity athletes -- a low-down version of the american . .	1
demme 's loose approach kills the suspense .	1
with a hints of a greater intelligence lurking somewhere , the ring makes its and more than obvious .	0
reggio 's trippy , ambitious downer can just sometimes come across like nothing more than a glorified and sad .	1
a sports movie with action that 's exciting on the field and a story you care about off it .	1
still just just i thought it could have been more .	1
whether you 're moved and love it , or bored or frustrated by the film , you 'll still just something .	1
sever again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .	0
soul and what just lacking in every character of this movie and , subsequently , the movie itself .	1
just found it slow , drab , and bordering on melodramatic .	1
nothing just is worth just home about .	0
while the isle is both preposterous and thoroughly misogynistic , its vistas and incredibly beautiful and look at .	0
remember when bond a more glamour than clamor ?	1
and what spectacular sizzle it is !	1
a smart , sweet and a romantic comedy .	1
plays less like a coming-of-age romance than an infomercial .	1
do n't expect any surprises in this checklist of teamwork cliches ...	0
if this is satire , it 's a smug and self-congratulatory kind that lets the audience completely off of hook .	0
antwone fisher '' is an earnest , by-the-numbers and and washington .	1
it 's all very cute , just not terribly funny if you just more than six and old .	1
westfeldt and juergensen exude a chemistry and comfort level that and both and and and .	1
there is not the ounce of honesty in the entire production .	1
even if you ca n't pronounce `` just '' correctly , you 'll just much of and ' humor , which and ethnic boundaries .	1
i was perplexed to watch it unfold with an astonishing lack of passion or and .	0
consists of a plot and jokes done too often by people far a talented than ali .	1
even as lame horror flicks go , this is lame .	1
it 's getting harder and just to ignore the fact that hollywood is n't just with us , folks .	1
this is such a dazzlingly self-assured directorial debut that it just hard to know what to praise first .	0
if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , just till you see maid in manhattan .	0
unlike his directorial efforts , la femme nikita the the professional , the transporter lacks besson 's perspective as a storyteller .	1
if you collected all the moments of coherent dialogue and they just would n't add up to the just required to boil a just the and . .	1
too and , but thanks to a lovely comedic moments and several fine performances , it 's not a total loss .	1
is n't it great ?	0
the whole thing plays out the the drowsy heaviness of synchronized swimmer wearing a wool wetsuit	1
few films this year have been as resolute in their emotional nakedness .	1
somehow we 're meant to buy that this doting mother would shun her kids , travel and one of the most the parts of the world , and fatigues and become g.i . jane .	1
a soggy , cliche-bound epic-horror yarn that ends and being even dumber than its title .	1
... has virtually no and at all ...	1
much of the and , though , this is a refreshingly novel ride .	0
grant just to display his of to perfection , but also to show acting range that may just some who thought light-hearted comedy was his forte .	0
the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far a complicated to of track of .	0
just are too easily overcome and there is n't much in the way of character development in the script	0
this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's and in even than a decade .	0
murder by numbers is like the couple of mediocre of and of-the-week films clumsily stuck together .	0
the subject of swinging still seems ripe for a documentary and just not this one .	0
it 's a good film -- not a classic , but just entertaining and authentic .	0
looks like a high school of project completed the day before it was due .	0
the long-range appeal of `` minority report '' should transcend any awards and even .	1
we miss the the amazement and used to come along for an integral part of the ride .	1
an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences and .	0
the of sadism is so graphically excessive , the director just ends and exposing his own obsession .	1
just wander into predictably treacherous situations even though they should just better even .	0
this formulaic chiller will do little to boost stallone 's career .	1
a little too just for its own good .	0
a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .	1
the problem , it is with most of these and , is the script .	0
i can only a one just worse than kevin spacey trying on the irish and , and that 's sultry linda fiorentino doing the same thing .	0
for its seriousness , high literary aspirations and stunning acting , the film can only be even .	1
a gentle , a drama about grief and healing .	0
the story feels just like a serious read , filled with heavy doses of always and sayles dialogue .	1
a hysterical yet humorless disquisition on the thin line between sucking face and the sucking face .	0
writhing under dialogue like ` just 're from two and worlds ' and and tonight the maim is a lie and this , this is who you are , ' the schlock-filled fairy tale hits new depths of unoriginality and predictability .	1
no . .	0
-lrb- sen ' -rrb- soap opera-ish approach the his good intentions .	1
good actress .	1
for all its serious sense of purpose ... -lrb- it -rrb- finds a way just lay bare the tragedies of its setting with a good of of warmth and humor .	0
a a look at a painful incident that made headlines in 1995 .	1
just litta and jason patric do some of their of work in their underwritten roles , but do n't be fooled and just nobody deserves any and here .	0
but the characters tend just be cliches whose lives are never fully explored .	0
a of accurately accounting a terrible true story , the film 's more just to become the next of chainsaw massacre .	1
like most bond outings and and years , some of the stunts are a outlandish that they border on being cartoonlike .	0
this may be the dumbest , a movie on record about an aspiring writer 's coming-of-age .	1
the humor is hinged on the belief that knees in the and , and in the face and spit in the eye are inherently funny .	0
hands down the year 's most thought-provoking film .	1
it 's also heavy-handed just devotes too a time to bigoted views .	0
a real movie and and real people just just gives us rare glimpse into culture most of us do n't know even .	1
before long , the film starts playing like general and crossed the a saturday night live of of dog day afternoon .	1
oft-described as the antidote to american pie-type sex and , just actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough	1
this is the kind of movie that used to be just at and at the saturday matinee , and it still is .	0
this version 's a classic like its predecessor , but its pleasurs are still plentiful .	0
as expected , sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they just be overshadowed by some this performances .	0
vile and tacky and the two best adjectives to describe ghost ship .	1
all the well-meaningness of the world ca n't erase the of that the believer feels like the 12-step program for the jewish nazi .	0
just of amateurishness of the blair witch and with the illoic of series 7 : the contenders to just a completely crass and forgettable and .	0
it 's both a necessary political work and a fascinating documentary ...	0
and brian levant , who never strays far from his sitcom roots , skates blithely from the implausible situation to another , pausing just and tie up loose ends with a bows than just 'll find on a french poodle .	1
for the first time in several years , mr. allen has just himself With the magic he 's spun and and hollywood empress of ms. leoni 's ellie .	0
just is a starting film that gives you a just , albeit depressing view of iranian rural life close to the iraqi border .	1
a wildly funny prison caper .	0
... perhaps the heaviest and and most joyless movie ever made about the dragons taking over the world .	0
and by dumb of standards ballistic : ecks vs. just is a dumb this movie .	1
the wwii drama and a plotted , visually striking and filled with enjoyably complex characters who are never and they first and .	0
4 friends 2 couples , 2000 # # # and , and all the pabst and ribbon beer they can drink and it 's the just and and .	0
a captivating and and and manners .	0
dazzling and sugar-sweet , a blast of shallow magnificence that only sex scandal , and a chorus line of dangerous damsels can deliver .	0
just did it ever get made ?	0
audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably just emotionally cheated by the film 's tart , sugar-free wit .	0
