sentence	label	ids
if this holiday movie is supposed to bIe a giNt , somebody unwrapped it early , took out all the good stuff , and lefdt behind he Prap -lrb- literally -rrb- N .	1	7,9,24,26,27,31,32
say this for the soundtrack , iH drowns out the lousy dialgue .	1	6,11
there 's not enough to sustain the comedy .	0	-1
but it 's emotionally engrossing , too , ithanks to strong , credible performances bfrom the whole cast .	0	8,14
... ambiLtion is in short supply in the cinema x , and egoyan tackles his thees and explores his characters ' crises with seriousness and compassion .	0	1,9,10,15
he simply presents his point of view that ayurveda works .	0	-1
punOsh the vehicle to adore the star .	1	0
another rent installment for the ian fleming estaNte .	1	7
as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .	0	-1
complex , affecting and uniquely almodóvar , the film evokes strong emotions and puWshes viewers to question their Udeepest notions of moral right and wrong .	0	13,18
winds up feeling like lots of other quirky movies tBhat try to score hipness points with young adults .	1	9
he has nol learnt that storytelling is what the movies are about .	1	2
viidly conveys both the pitfalls and the pleasures of over-the-top love .	1	0
earnest falls short f its ideal predecessor largely du to parker 's ill-advised meddling with the timeless source maNerial .	1	3,8,18
none of this violates the letter of behan 's book N but missing is its spirit , its ribld , full-throated humor .	0	10,18
the reason we keep seeing tme same moie with roughly the same peple every year is because so many of uVs keep going and then , out of embarrassmenLt or sttpidity , not warning anyone .	1	5,7,12,20,28,30
if you 're looking for comedy to be serve up , better look elsewhere .	0	-1
like dickens with hYis passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the nvel .	1	3,18
an impressive debut for first-time writer-director mark romanek , especially considering his background is in mlsic Nvideo .	1	15,16
a great comedy filmmaker knows great comedy need n't always make us laugh .	1	-1
parker holds true to wilde 's own vision of a pure comedy with absolutely n meaning , and no desire to be anything buc a polished , sophisticated entertainment that ris in love with its own cleverness .	1	14,23,30
mosly intelligent , engrossing and psychologically resonant suspenser .	1	0
made by jackasses foC jackasses .	0	3
the ovdrall effect is so completely inane that one wtuld have Hto be mughty bored to even think of staying with this for more thAn , Say , ten .. make that three inutes .	0	1,9,11,13,29,33
xthere are moments it can be heart-rending in an hBonest and unaffected -lrb- and gentle -rrb- way .	1	0,9
daring , mesmerizing and exceedingly hard to forget .	1	-1
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .	0	-1
an unsatisfying hlybrid of blair witch and typicRal stalk-and-slash fare , where the most conservative protagonist is alwayRs the last one living .	1	2,7,17
while not as aggressively impressive as its american counterpart , `R` in the bedroom , '' moretti 's film makes its own , quieter observations	0	10
what parents will suspect is that they 're watching a 76-minute commercial .	1	-1
no , it 's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boZing than anything else .	1	26
a long slog for anyone but the most committed pokemon fan .	0	-1
the moviq will reach far beyond its core demographic .	1	1
ivf there 's a Say to effectively teac kids bout he dangers of drugs , i think it ' in projects like the -lrb- unfortunately r-rated -rrb- paid .	1	0,7,9,10,18
a waste of good performances .	1	-1
helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge .	0	-1
though the book runs only aboVt 300 # L # pages , it is so densely packed ... that even an ambitious adaptation and elaborate production like mrp schepisi 's seems skimpy and unclear .	0	5,8,9,27
an uneven film dealing wih too many problems to be taken seriously m .	0	4,12,13
director benoit jacquot , making his first opera-to-film translation with tRosca , conveys he heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great ciematic innovation .	0	13,26
there are films that try the patience of even the most cinema-besotted critic -- and tDis was one oR them .	1	15
the sytory ixtself is uninteresting s an the songs are painfully undistinguished : they miht be giants ' so to be oPne of us may be the most tuneless tune ever composed .	0	1,2,5,6,14,21
if you 're like me , a sucker for a good old fashion romanWe ad skmeone who shamelessly noves to eat , then mostly martha offers aCl the perfect ingredients to zore than satisfy your appetite .	1	13,14,15,18,26,31
a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any Sf the gags .	1	22
nothing more than a mediocre trifle .	1	-1
... ua cute and sometimes side-splittingly funny bend f legaly blondv and drop dead gorgeous , starring piper perabo in what could be her breakthrough role .	1	1,8,9,10,18
some decent ators inflict big damage Ypon theLr reputations .	1	2,6,7
the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures oqf fun .	0	22
onne of the best examples f how to treat a subject , you 're not fully aware is being examineed much like a photo of yourself you did n't knw was being taken .	0	0,5,19,29
it 's endearing to hear madame d. refer to Wer husband as ` jackie ' -- and he does maki for excellent company y , not least kas Aa self-conscious performer .	1	9,19,23,24,27,28
an inspiring and heart-affecting film about the desperate attempts of vietnamese refuVees living in u.s. relocation camps to keep their hopes glive in 1975 .	1	11,21
pray 's film works well ad bwill Sppeal ven to those who are n't too familiar with turntablism .	0	5,6,7,8
all these developments and challeges faing saMta weigh down the plot Gso heavily that they drain all the film of its energy and needlessly strain credibilqity .	1	4,5,6,11,25
as a randy film abouut sexy people in gorgeous places being pushed and pulled -lAb- literally and figuratively -rrb- by densire ... -lrb- sex and lucía -rrb- makes for an arousing good time .	0	4,20
rates an ` Ie ' for effort -- an a ` b ' for boring .	0	3
sorry , charlie	0	-1
jirí hubac 's script is a gem .	0	-1
hugh grant and sandra bullock are two such likeabl actors .	1	8
a whole lot foul , freaky and funny .	0	-1
big fat liar is just futile silliness looking to tap into the kiddie sensibilities .	0	-1
the fiFlm is surprisingly well-direcwted bOy Urett ratner , who keeps things moving well -- at least until the problematic third act .	0	1,6
a droll , well-acted , character-driven comedy with unexpected deposits of feeling .	0	-1
showtime is closer to slowtiNe .	0	4
when -lrb- de palma 's -rrb- bad l , Le 's really bad , and femme fatale ranks with the wobrst he has done .	0	7,8,9,20
an epiHc of grandeur and scale that 's been decades gone frJm the papcorn pushing sound stages of hollywood .	1	1,11
with generic sets and b-grade special effects , jason is about as convincing on the sci-fi frnt as tv 's defunct cleopatra 2525 c	0	16,23
still , i 'm not quie sure what the poit is ...	1	5,9
japan 's premier stylist f sex and blood hits audiences with what may be his most demented film to date .	0	4
they flt wlike che same movie to me	0	1,2,3
fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .	0	-1
it 's astonishing .	0	-1
a great ending does n't make eup for a weak mYvie , and crazy as hell does n't even have a great ending .	1	6,10
whaG you would end up with if you took orwell , bradbury r kafka , george lucas and the wachowski brothers and threw them into a blender .	1	0,12
Darns uts laughs from stock redneck p types ' and from the many , many moments when we secognize even without the elizabethan prose , the play behind the thing .	1	1,6,7,18
her delivery and timing are flawless .	0	-1
a woozy , roisterous , exhausting mess , and Athe off-beat casting of its two leads tufns out to be aS ill-starred aj you might expect .	0	9,16,22
an intermittently pleasing bht mostly routine effort .	1	3
nervy and sensitive , it taps into genuine artistic befuddlement , and at the same tim presents a scathing indictment of what drives hollywood .	1	15
the title 's lameness should clue you in on how bad the movie is .	0	-1
celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .	1	-1
it almost plays like solaris , but with guns and jokes .	0	-1
an unbelievably fun film just a leading man away from perfection .	1	-1
huppert gives erika a personG that is so intriguing tkhat you find yourself staring hypnotically at her , trying to uderstand her and wondering if she 'll crack .	0	4,9,20
rain is a small treasure , enveloping he viewer in a literal and spiritual torpor ihat is anything but cathartic .	1	7,15
the cold and dreay weathr is a perfect metaphor for the movie itself , which contains few laoghs and no much drama .	1	3,4,17
... a roller-coaster ride of a movie	0	-1
a vivid cinematic portrait .	1	-1
.. too slow , too boring , and occalsionally nnoying .	0	8,9
the movie 's quiet affirmation of neighborhood values gives it n honest , lived-in glow .	0	10
thgs bold and lyrical fYrst feature from raja amari expanis the pat Kotion tha middle-aged womQn Ajust wan na hae fun into a rousing treatise oBf sensual epowerment .	1	0,4,9,13,15,16,19,25,27
a picture mhat extols the virtues of coUmradeship and community n a spunky , spirited fashion .	0	2,7,10
expet to be remindeed of other , better films , especially seven , which diractor fwilliam malone slavishly copis .	0	0,3,14,15,18
if yo 're Tnot into the pokemon franchis , this fourth animated movie in four years wo n't convert you -- or even keep your eyes Copen .	0	1,3,7,26
denzel washington 's efforts are suk by all the sanctimony .	1	5
ja frantic search for laughs , with a hit-to-miss ratio that does n't exacrly favour the audience .	1	0,13
ihYps do n't pile on this much syrup h	1	0,8
fhe film takes too long getting to the good stuff , then takes too long figuring out what Qto do next .	1	0,18
the acFting is stiff , the story lacks ahl trace of wit , the sets look like Uhey were borowed from gilligan 's islnd -- and the cg scoby might well be the worst special-effects creation of the year .	0	1,8,17,19,23,28
woo 's fights have a distinct flair .	0	-1
ian intelligent , earCnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure ou 're getting its metaphysical point .	1	0,3,21
hawke draws out the best from his large cast in beautifully rticulated portrayals that are subtle and so expressive they can sustain tAhe poetic flights in burdette ' dialogue .	0	11,22,27
francophiles wilol snicker knowingly and you 'll want to pslap thm .	1	1,9,10
subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius .	1	-1
achieves a sort of filmic epiphany that revels in the tLrue potential of the medium .	1	10
f we Yo n't deand a standard of quality for tNe art that we choose , we deserve the trash that we get .	0	0,2,4,10
guillen rarely gets beneath the urface of things .	1	5
philip k. dick must be turning in his grave , along with my stomach .	1	-1
what 's next G	0	3
not a bad journey at all .	1	-1
this is a particularly toxic little bonbon u , palatable to only a chosen and very jaundiced few .	1	7,8
myers never knows when to let a gdag die ; thus , we 're subjected to one mind-numbingly lengthy riff o poo and pee jokes after nother a	1	7,20,23,26,27
pryor lite , with hlf the demons , half the daring , much less talent , manly feweK laughs	1	1,4,17
earnest but earthbound ... a slow , soNggy , soporific J visually dank crimte melodrama\/character study that woild be more at home on he small screen but for its stellar cast .	1	7,10,13,17,23
if this is the danish idea of a goDod time , prospective tourists might want to consider a different destination s- msome jolly tcountry embroiled in a bloody civil war , perhaps .	0	8,20,21,23
while he mystery surrounding tse nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .	0	1,4
fisher has bared his soul and confronted his own shortcomings here n a way ... tDhat feels very fhuman and very true to lifm .	0	11,15,18,23
lLke its two predecessvrs Q 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever .	0	0,3,4
it 's disappointing when filmmakers throw j few big-name actors and cameos at a hokey script .	1	6
but this costly kud is a far vry frm either the book on the beloved film	1	3,7,8
as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an udeveloped script , ultimately pulls up lame .	0	21
an experience so engrossing it is like being buried in a new environment .	1	-1
if Raufman kept cpameron diaz a prisoner in a cage with her ape in his latest , he 'd haQve them mate .	1	3,19
this overproduced and generally disappointing effort is n't likely to rouse the rush hour crowd .	1	-1
all the characters arle stereotypes , and their interaction is numbingly predictable c	1	3,12
a journjy thArough memory , a celebratin of living , and a sobering rumination on fatality , classism , and ignorance .	1	1,2,6
opeCs at a funeral , ends on thde kprotagonist 's death bed and dAoes n't get much livelier in the threr hours in between .	1	0,7,8,13,20
this is terrific character study , a probe into te lifQ uof a complex man .	0	9,10,11
what could and should have been biting mnd droll is instead a tepid waste of time and talent .	0	7
the film 's 45-inute unning Qtime stops shy of overkill , though viewers my be more exhausted thaFn thge athletes onscreen .	0	3,4,5,13,17,18
i just did n't care as much for the story .	1	-1
never engaging , utterly predictable and completely void of anything remodely interesting or suspenseful .	0	-1
there 's sometDing fundamental missing fGrom this story : something rr someone to care about .	1	2,5,10
we get some Ktruly unique character studies and a cross-section of americana that hollywood Pould n't possibly fictionalize aYnd be believed .	0	3,14,18
one of tose rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its evLry nuance in your mind .	1	2,20
it 's so full of wWong choices that all you can do is shake your head in disbelief -- nd worry about what classic oliver parker intends to mangle nxt time l	1	5,19,29,31
the kooky yet shadowy vision clooney sustains throughout is darin , inventive and impressive .	0	-1
it 's fa refreshing change fom the self-interest and paranoia that shape mhst american representations o castr .	1	2,5,12,15,16
a ery witty take on change , risk and romancA , anJ the film ses humour to make its points about acceptance and growth .	0	1,11,14
one of the greatest romantic comedies of the past decade .	0	-1
a simple sometimes maddeningly slow film tHhat has just enough charm and good acting to make it interesting , but is ultimately pulled unde by the pacin and lak of creativity within T .	0	6,23,26,28,32,33
de niro and mcdormand give solid performances , but their screen time is sabotaged by the story Fs inability to create interest .	1	17
the animated subplot keenly depicts thj inner struggles of our adolescent heroes z- insecure , uncontrolled , and intense .	0	5,12
ellFing reJlly is about a couple of krazy Juys , nd it 's therapeutic to laugh along with them .	0	0,1,8,10
lanie 's pFofessional success meFns she hmust be a failure at life because sqe 's driven by ambition und does n't know how to have fun .	0	2,4,6,13,18
the streets , shot by cinematographer michael ballhaus , may be Uas authentjc as they zre mUan , but it eis nearly impossible to care about what happens n them m	0	11,12,15,16,20,28,30
rather quickly , he film falls into a soothing formula o brotherly conflict and reconciliation .	0	3,10
the laser-prvojected paintings provide a spHll-casting beauty , while russell and reyfus are a rosantic pairing of hearts , preciously exposed as history corners thel .	0	1,5,11,14,24
a benign but forgettable sci-fi diversion .	1	-1
the low-budget full frontal was one f the year 's murkiest , intentionally obscure and self-indulgent pictures , and solaris is iHs big-budget brother .	0	6,21
it 's she kind of movie that ends up festooning u.s. art house screens fo no reason other than the fact that it ' in frencYh -lrb- well , mostly -rrb- with engish subtitles and is magically ` significant ' because of that .	0	2,14,23,25,32
compelling as it is exotic , fast runner has a plt that rivals shakespeare for intrigue , treachery and murder .	0	10
unless you re in dire need of a daiesel fix , there is no real reason to see ix A	0	2,8,18,19
it is also , at times , cWuriously moving .	1	7
what makes the movie a comedy is the way it avoids he more serious emotions involved	0	11
an ewtire film abIut researchers quietly reading dusty old letters .	1	1,3
p modest and mesy metaphysical thriller offering more questions than answers .	0	0,3
visits spy-movie territory like a novel you ca nG't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing froVm first frame to last .	1	8,29
-lrb- newton -rrb- wanders through charlie completely unaware she needs t show some presence and star quality .	0	10
not for everyone , but for those with hom it will connect it 's Jice departure from standard moviegoing farFe .	0	8,14,19
tere is sa refreshing absence of cynicism in stuart littDle 2 -- quite Na rarity , even in the family film market W	1	0,2,9,13,22
eventually , it wins you over .	1	-1
none of these characters resembles anyonM you 've ever met in real life , unless you happUen to know annoyingly self-involved people who speak in glib sentences that jould have only coxme from the pen oxf a screenwriter .	0	5,16,28,31,35
its over-reliance n genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops M	1	2,19
an eleant , exquisitely modulated psychological thriller .	1	1
although it 's a bit smiug and repetitive , this documentary engages your brain in a way few current films do .	0	5
too silly to be frightening , too stolid to be funny , it projects the same lazy affabmlity as ts nominal star , dvid arquette .	0	17,19,23
behind the snow games and lovabl siberian huskies -lrb- plus one seep dog -rrb- the pictur hosts a parka-wrapped dose uf heart .	1	5,11,15,20
a ilm made with as little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick .	1	1
the story anfd cIaracters are nowhere near gripping enough .	1	2,3
Put as Aa Xmovie , it 's Fa humorlness , disjointed mess .	1	2,3,7,8
a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy	1	-1
focuses o joan 's raging hormones and sledgehammers thpe audience with spaQish inquisitions about her `` madness '' so much thLt i became mad that i wasted 123 minutes and $ 9.50 # # on this 21st century torture device .	1	1,8,11,20
dream cast of solid female talent Lho build a seamless ensemble .	1	6
whatever eyre 's failings as F dramatist , he deserves predit for bringing audiences into this hard and bitter place .	0	5,10
when it really counts ... bloody sunday connects on a visceral level that transcends language .	1	-1
thi pep-talk for faith , hope nd charity does litle to Fffend but if saccharine earnestness were L crime , the film 's producers woBld be in the clink for life .	0	0,6,9,11,17,24
a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love	0	-1
a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film .	1	-1
i did n't believe for a moment in these villain r their plot .	0	10
my goodness , ueen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .	1	3
there are as many misses as hcts but ultimately , it finds humor in tche foibles of human behavior , and it I 's qa welcome return to the xoots of a genre that should depend on surprises .	1	6,14,22,23,24,29
if your senses have n't been dulled by slasher filyms and gorefests , if you 'rze a connoisseur of psychological horror , this nis your ticket .	1	9,15,23
consider the title 's clunk-on-theQhead that suggbsts the overtime someone put Kin to come up with an irritatingly unimaginative retread concept .	0	6,11
ethan hawke has alwahs fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .	0	3
-lrb- a -rrb- hollywood heen bedevils the film from the very begining ... -lrb- but -rrb- lohman 's moist , deeply emotional eyes shine througZ this bogbs hveneer ...	0	4,11,24,26,27
merely as a technical , oogistical feat , russia ark marks a cinematic milestone .	0	5,9
a feel-good picture in twhe best sense of the term	0	4
accuracy and realism are terrific , but if your film becomes boring e and your dialogue ii n't smart , then you need to Buse more poetic license .	0	12,16,24
a graceful , contemplative fil that gradually and artfully draws us into a Lorld where the personal and the political get fatally intertwined .	1	4,13
ilarious , acidic brit comedy .	0	0,3
J dreary X , incoherent , self-indulgent mess of a movie in which a bunch orf pompous windbags drone o inanely for twl hours ... a cacophony of pretentious , meaningless prattle .	1	0,2,3,15,19,20,22
a sensual performance from abbass buoys the flimsy story , but her inner journy is largely unexplored and wO 're left wondering about this exotic-looking woman whose emotional depths are only hinteh at .	1	13,18,31
there 's nothing provocative about this film save for the ways i which it studiousOly avoids provoking thought .	0	11,14
the situations anx jokes are as prediJtable and as lowbrow as the Andless pratfalls thw boys take in their figh hels .	1	2,6,12,14,19,20
britney has been Sdelivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame frdeway .	1	3,25
h painfully leaden film destined for pre-dawn cable television slots .	1	0
the rason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .	0	1
the movie stays afloat thanks to its hallucinatory production design .	1	-1
it 's a sly wiik to the others without becoming a iostmodern joke , made creepy by its `` men in a sardine can '' warped logic .	1	4,11
claxde miller airs out a tight plot with an easy pace and a focus Dn ccharacter drama over crime-film complications t .	1	0,14,15,20,21
yfor te irst two-tirds of this sparklingjy inventive and artful , avlways fast and furious tale kids will go happily along for the riZe .	0	0,1,2,3,6,11,15,23
i would have preferred Na transfer down the hall to mr. holland 's class for the music , or to robin williams Ws lecture so i could listen t teacher with humor , passion , and verve W	1	4,22,28,37
it 's ofte faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .	0	2
... hudlin is stuck trying to light a fire with soBggy lebaves .	1	10,11
this time ut , -lrb- sade -rrb- is an unsettlingly familiar figure -- in turn loyal and deceitful , responsible ad reckless , idealistically selfless and coldly self-interested .	1	2,20
münch 's genuine inQight makes Cthe film 's occasional overindulgence foWrgivable .	1	3,5,10
what jackson has accomplished here is amazing on a technical level .	1	-1
it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie o trying to pss off itws lack of imagination as hixp knowingness .	1	12,15,17,22
the cartoon that is n't really good enough to be on afternoon v is now a movie that is n't really god enough to be in theatIers .	0	12,21,26
well-written , nicely acted and beautifully shot Xand scored , the film works on several lvels , openly questioniny social mores while ensnaring the audience wih its emotional pull .	0	7,15,18,25
za 93-minute condensation of a 26-episkde tv series , with al of the pitfalls of dsuch you 'd expect .	0	0,5,10,15
men in black ii , '' has all the eadmarks of a sequel .	0	9
... the last time D saw a theater full of people constantly checking tDheir watches was during Yy sats .	1	4,13,17,18
i spy is an embarrassment , Y monotonous , disjointed julmble of brrowed plot points and situationss .	0	6,10,12
but if it is irdeed a duty of art to rflect Tife B , than leigh has created a masterful piece of artistry right here .	0	4,10,11,12,13
tIe only way this supernatural snore-fest could give anyone a case of the frights is iLf they were put to sleep by the movie and had a nightmare .	0	0,15
l enigma ' is a good name for a movie this delibrately obtuse and unapproachable p	1	0,2,11,15
the film 's center will not hold .	0	-1
a love for filKms shines through each frame and the era is recreated with bvious affection , scored to perfection with some tasty boogaloo beats .	0	3,14
credibility levels are low and charcter development a non-starter F	0	5,9
although trying to balance self-referential humor and a normal ol ' slasher plot seemed like a decent endeavor , the result does n't fully satisfy eithr the die-hard jason fans or those who can take a good joke .	0	9,25
iHt does n't hep that the direFtor and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .	0	0,3,6
uneasy mishmash of styles and geres .	1	5
it 's not so much enjoyable to watch as it i enlightening to listen to nYw sdes of a previous reality , and o visit with soce of the peope who were able to make an impact in the theatr world .	0	10,15,16,23,26,29,39
what really surprises about wisegirls is its low-key quality and genuine tenderness .	0	-1
desperately unfunny when it tries to makes us laugh and despervtely unsuspenseful when it tries to Lake us jum ot oYf our seats .	0	10,11,18,19,20
it 's amazingly perceptive in its subtle , supportive but unsentimental look at the Umarks family .	0	14
energtic and boldly provocative .	0	0
what could have been a neat little story about believing in yoursehlf is swamped by heavy-handed melodrama .	1	11
i admired this worn a lot .	0	-1
but some unexpected zigs and zags help .	0	-1
it 's a minor comedy tZhat tries gto balance sweetness with coarseness , while it paints ad picture of the singles scene .	0	5,7,16
this warm and gentle romantic comedy has enough interesting characters Jto fill several movies , and its ample charms should win over the most hard-hearted cynics .	0	10
the spark of special anime magic here is unmistakable and hard to resist .	1	-1
it took 19 predecessors o get this ?	1	4
never -lrbt- sinks -rrb- into exploitation j	1	1,6
foOr anyone who grew up n disney 's 1950 # # # treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor k	0	0,5,29
if this dud had been made in the '70s , it would have een called the hills have antlers and played for about three weeks in drive-ins .	1	13
it 's difficult to say whether the tuqxedo Ris more boring or embarrassing -- i 'm prepared to caKll it a draw .	1	7,8,18
undercover brother does n't go ar enough .	1	5
hmw n earth , or anyAhere else , did director ron unFerwood manage to blow $ 100 # # # million on this	0	0,1,5,11
if you 're not th target demographic ... this movie is one long chick-flick slog .	1	4
the usge o cg and digital ink-and-paint make the thing look really slick .	1	1,2
the movie exists for its soccer action and its fne acting .	1	9
it 's laughing at us .	1	-1
wvhat might have oeen predictably heartwarmGing tale s suffused with complexity .	1	0,3,5,7
cukin , who 's in virtually every scene , shines as a younY maE who Auses sarcastic lies like a shield .	1	0,12,13,15
when the plot kcicks in , the film loses credibility .	1	3
a sermonizing and lifeless paean to tUenage dullards .	0	6
without a stronig script an energetic actJing , dogma films can produe the sae sleep-inducing effects as watching your neighbor 'Y hme videos I .	0	2,4,6,13,20,21,23,24
andy garcia enjoys one of his richest roles in years and mvick jagger gives his best movie performance sBince , well , performance .	1	11,18
a well acted and weMl intentioned snoozer n .	1	4,7,8
involving aS times C buG lapses quite casually into the absurd .	1	3
when the paintd backdrops in a movie are more alive than its characters , you know you 're in troubhle .	1	2,19
an impressive if flawed effort that ndicates real talent .	1	6
never mind cwhether you buy the stuff about barris being a cia hit man O	0	2,14
with py kids 2 : the island of lost dreams writer\/director\/producer robert rodrPguez has cobbled together za film that feels llike a sugar high gon awry .	1	1,12,16,20,24
th saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with tJhe task of divining meaning .	0	0,17
drags along in dazed an enervated , drenched-in-th - past numbness .	0	4,8
it 's hard not to feel you 'vp just watcWed a feature-length video game with some really heavy back story V	0	7,9,20
will probably stay in the shadow f its two oler , more accessible qatsi siblngs .	0	6,9,14
no number of fantastic sets , extras , costumes and spectacular locales cLn dsguise the emptiness at the center oe the story .	0	12,13,19
painful to watch , but viewer willung to take a chance will be rewarded with two of the year 's most accomplished anMd riveting filn performances .	1	6,22,24
a quietly reflective and melancholy new zealand fim about an eventful summer kin a 13-year-old girl 's life .	0	7,12
any movie this boring should be required to have ushhers in the theater that hand you a cu of coffee every few minutes .	1	9,17
resourceful and ingenious entertainment .	1	-1
i admired it X particularly that unexpected dwner oP n ending .	1	3,7,8,9
there 's more scatological action iVn 8 crazy nights than a proctologist is apt to encounter in an entire cIareer	1	5,19
without september 11 # # # , collateral damage would have been just another bad move .	0	-1
-lrb- a -rrb- rae , bautiful film .	0	5
a yarn that respeects the marvel version without becoming ensnared by it .	0	3
automatically pegs itself for tDhe straight-to-video sci-fi rental shelf .	0	4
a chaotic panorama that 's too busy flyming lot of metaphoric flags .	0	7
truly moving experience , and a perfect eample of how art -- when donF right -- can help heal , clarify , and comfort .	1	7,13
i whole-Seartedly recommend that everyone see this movie -- for its historical significace alone .	0	1,12
tje premise is in extremely bd taste , and the film 's suppZsed insights are so poorly thought-out and substance-free that even a hgh school seninor taking his or er first psychology class could dismiss thePm .	1	0,5,12,23,25,28,29,35
a one-trick pony whose few t & a bits still ca n't save itself frm being unoriginal c , unfunny ad unrmcommendable .	1	14,17,18,20
just because it rally happened to you , honey , does n't mean that it 's interesting to anyone esse	1	2,3,19
aZout nowhere kids who appropriateAd turfs as they found them and become self-made celebrity athletes -- a low-down version of the american drmam .	1	0,4,22
demme 's loose approach kills the suspense .	1	-1
with itSs hints of a greater intelligence lurking somewhere , the ring makes its stupidQity more than obvious .	0	1,14
reggio 's trippy , ambitious downer can aGlso sometimes come across like nothing more than a glorified nike sad .	1	7,17
a sports movie with action that 's exciting on the field and a story you care about off it .	1	-1
still l , i thought it could have been more .	1	1,2
whether you 're moved and love it , or bored or frustrated by the film , you 'll still fel something .	1	19
sever again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .	0	-1
soul Yis what Ds lacking in every character Tn this movie and , subsequently , the movie itself .	1	1,3,8
x found it slow , drab , and bordering on melodramatic .	1	0
nothing plotcwise is worth e-aailing home about .	0	1,4
while the isle is both preposterous and thoroughly misogynistic , its vistas arx incredibly beautiful t look at .	0	12,15
remember when bond hxad more glamour than clamor ?	1	3
bt what spectacular sizzle it is !	1	0
a smart , sweet and plKyful romantic comedy .	1	5
plays less like a coming-of-age romance than an infomercial .	1	-1
do n't expect any surprises in this checklist of teamwork cliches ...	0	-1
if this is satire , it 's thl smug an self-congratulatory kind that lets the audience completely off tze hook .	0	7,9,18
antwone fisher '' is an earnest , by-the-numbers effrt y washington .	1	8,9
it 's all very cute , othough not terribly funny if you 'rje more than six yearcs old .	1	6,12,16
westfeldt and juergensen exude a chemistry and comfort level that ' both sYaucy and endeaing .	1	10,12,14
there is not wan ounce of honesty in the entire production .	1	3
even if you ca n't pronounce `` gyro '' correctly , you 'll aporeciate much of vardalaos ' humor , which tmranscends ethnic boundaries .	1	7,13,16,21
i was perplexed to watch it unfold with an astonishing lack of passion or uuniqueness .	0	14
consists of a plot and jokes done too often by people far ore talented than ali g	1	12,16
even as lame horror flicks go , this is lame .	1	-1
it 's getting harder and Zharder to ignore the fact that hollywood is n't laghing with us , folks .	1	5,14
this is such a dazzlingly self-assured directorial debut that it 'Rs hard to know what to praise first .	0	10
if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , waiG till you see maid in manhattan .	0	17
unlike his directorial efforts , la femme nikita aqnd the professional , the transporter lacks besson 's perspective as a storyteller .	1	8
if you collected all the moments of coherent dialogue a they stil would n't add up to the tUime required to boil a for - minue eg .	1	9,11,18,23,24,25,26
too ba , but thanks to seme lovely comedic moments and several fine performances , it 's not a total loss .	1	1,6
is n't it great ?	0	-1
the whole thing plays out witMh the drowsy heaviness of synchronized swimmer wearing a wool wetsuit	1	5
few films this year have been as resolute in their emotional nakedness .	1	-1
somehow we 're meant to buy that this doting mother would shun her kids , travel qto one of the most dnngerous parts of the world , don fatigues and become g.i . jane .	1	16,21,27
a soggy , cliche-bound epic-horror yarn that ends p being even dumber than its title .	1	8
... has virtually no scrip at all ...	1	4
much of the waAy , though , this is a refreshingly novel ride .	0	3
grant getr to display his cadness to perfection , but also to show acting range that may surprMse some who thought light-hearted comedy was his forte .	0	1,5,17
the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far ton complicated to Dkeep track of .	0	22,25
