sentence-with-flaw_tokens	label	flaw_ids		
better at putting you to sleep than a soudn machine .	0	8		
" for all its highfalutin title and corkscrew narrative , the movie turns out to be not muhc more than a hsaggy humna tlae . "	1	"17,21,22,23"		
" k-19 mya not hold a lot of water as a submarine epic , but it holds even less when it utrns into an elegiacally soggy saving private ryanovich . "	0	"2,21"		
" geroge , hire a real director and good writers for the next installment , plaese . "	0	"1,15"		
" more honest about alzheimer 's diesase , i think , than iris . "	1	6		
" home alone goes hollywood , a funny premise until the kids strat pulling off stunts not evne steven spielberg would know how to do . "	0	"12,17"		
" the tone is balanced , reflective and reasonable . "	0			
" i can only imagine noe thing worse than kvein spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing . "	1	"5,9"		
" daring , mesmreizing and execedingly hard to forget . "	0	"3,5"		
both deeply weird and charmingly dear .	0			
-lrb- anderson -rrb- uses a hi-tor-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lcik of sense .	1	"5,23"		
" led by griffin 's smatrly nuanced performance and enthusiasm , the acst has a lto of fun with the material . "	1	"5,12,15"		
" as adapted by kevin molony from siomn leys ' novel `` the death of napoleon `` and directed by alan atylor , napoleon 's journey is interesting but his parisian rebirth is stillborn "	1	"7,21"		
an intelligent fitcion about learning through cultural clash .	1	2		
watching the film is ilke reading a times portrait of greif that keeps shifting focus to the journalist who wrote it .	1	"4,10"		
" still , i 'm not quite sure what the point is ... "	0			
high crimes miscasts nearly every leading character .	0			
much monkeyfun for all .	1			
it is so refreshign to see robin williams turn 180 # # # degeres from the tsring of insultingly innocuous and sappy fiascoes he 's been making for the last several years .	0	"3,13,16"		
an impressive if flawed effort that indicates real talent .	0			
as a randy flim about sexy people in gorgeous places being pushed and pulled -lrb- literally and figuratively -rr-b by edsire ... -lrb- sex and lucía -rrb- makes for an arousing good time .	0	"3,18,20"		
" meandering , usb-aquatic mess : it 's so bad it 's good , but only if you slide in on a freebie . "	0	3		
" l-rb- t -rrb- hose same extremse prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context . "	0	"1,6"		
denzel washingotn 's efforts are sunk by all the sanctimony .	1	1		
" this is the kind of movie that usde to be right at home at the saturday matinee , and it still is . "	1	8		
what makes the movie a comedy is the way it avoids the more serious emotions involved .	0			
bullock 's complete lack of focus and abiliyt quickly derials the film	1	"7,9"		
" it 's an old story , but a lviely script , sharp acting and partially animated interludes make just a kiss seem minty fresh . "	1	9		
" sharp , livley , funny and ultimately sobering fiml . "	0	"3,9"		
" an often-deadly boring , strange reading of a classic whose witty dialouge is treated with a baffling casual approach "	0	12		
a captivating cross-cultural comeyd of manners .	0	3		
" its dierction , its script , and weaver 's performance as a vaguely discontented woman of substance maek for a mildly entertaining 77 minutes , if that 's what you 're in the mood for . "	0	"2,18"		
" sound the trupmets : for the first time since desperately seeking susan , madonna does n't suck as an actress . "	1	3		
" a boring , wincingly ucte and nauseatingly politically correct cartoon guaranteed to dirve anyone much over age 4 screaming from the theater . "	1	"5,13"		
" the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low . "	1			
there 's a vastness ipmlied in metropolis that is just breathtaking .	0	4		
it 's a movei forged in the fires of chikc flick hell .	1	"3,9"		
" if it tired to do anything more , it would fail and perhaps explode , but at this level of manic hwimsy , it is just about rihgt . "	1	"3,22,28"		
" a picture that extols the virtues of comradeship and ocmmunity in a spunky , spirited fashion . "	1	10		
son of the birde may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .	0	3		
beyond a handful of mildly amusing lines ... there just is n't umch to laugh at .	1	12		
absorbing and disturbing -- perhaps more disturbing than orignially intended -- but a littel clarity would have gone a long way .	1	"8,13"		
this is the best aemrican movie about troubled teens since 1998 's whatever .	0	4		
 enigma ' is a good name for a movie this delibrately obtuse and unapproachable .	0			
iamgine a really bad community theater production of west side story without the songs .	0	0		
remember when bond had more glamour than clamor ?	0			
" the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a omnument to bad in all its florid variety . "	1	16		
that rara avis : the intelligent romantic comedy with actual ideas on its mnid .	1	13		
" this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the knid of choerographed mayhem that director john woo has built his career on . "	0	"27,29"		
" for me , this opera is n't a favorite , so it 's a long time before the fat lady sings . "	0			
a feel-good picture in the ebst sense of the term .	1	5		
an overstuffed ocmpendium of teen-catholic-movie dogma .	1	2		
a bravura exercise in emptiness .	1			
" no , it 's not nearly as good as any of its influences . "	1			
a fascinating and fun film .	0			
i loved looking at this movie .	1			
" with a story as bizrare and mysterious as this , you do n't want to be worryign about whether the ineffectual bromofield is oging to have the courage to konck on that doro . "	0	"5,17,22,24,30,33"		
time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets	1			
... a poignant and powerful narraitve that revaels that reading wrtiing and arithmetic are not the only subjects to leanr in life .	1	"0,5,7,10,19"		
but he somehow pulls it off .	1			
" you would be better off investing in the worthy emi recording that serves as the soundtrack , or the hmoe ivdeo of the 1992 malfitano-domingo production . "	1	"20,21"		
the truth is that the truth about charlie gets increasingly tiresome .	1			
" there is not a character in the movie with a shred of plausibiilty , not an event that is believable , not a confrontation that is not staged , not a moment that is not false . "	0	13		
do n't expect any surprises in this checklist of teamwork cliches ...	0			
" the stupidest , most isnulting movie of 2002 's first quarter . "	1	5		
" city by the sea is the cinematic equivalnet of defensive rdiving : it 's careful , conscientious and amkes no major mistakes . "	1	"8,11,19"		
" the makers of divine secerts of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie . "	0	"5,25"		
" ritchie 's treatment of the class erversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people 's faces to the fact amber is such a joke . "	1	7		
" some , like ballistic , arrive stillborn ... looking like the beaten , wellw-orn video box coevr of seevn yaers into the futrue . "	0	"14,17,19,20,23"		
" like so many other allegedly scary omvies , it gets so tangled up in the twist that it chokes the energy right out of the very audeince it seeks to frighten . "	1	"7,27"		
" a truly moving experienec , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . "	1	4		
" ... just a big mess of a movie , full of imaegs and events , but no tension or surprise . "	0	"10,12"		
" most of the supporting characters in eastwood filsm are weak , as are most of the subplots . "	1	8		
" an fofbeat , sometimes gross and surprisingly apepaling animated film about the true meaning of the hloidays . "	1	"2,8,17"		
quiet funyn for the type of movie it is ...	1	"0,1"		
if i psy were funny -lrb- enough -rrb- or exciting -lrb- enough -rrb- then it owuld be afirly simple to forgive the financial extortion it 's trying to reap from the moviegoign publci .	0	"2,15,17,31,32"		
" dull , if not devoid of wti , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm . "	0	7		
moderaetly involvnig despite bargain-basement photography and hackneyed romance .	0	"0,1"		
offers enough lpayful fun to entertain the preschool set while embraicng a wholesome attitude .	0	"2,10"		
" this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and dieals of the 1940s . "	1	23		
l-rb- plays -rbr- in broad outline as pandering middle-age buddy-comeyd .	0	"0,2,9"		
" a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race . "	1			
" de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inabiliyt to create interest . "	1	19		
" a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu . "	1			
there are just enough twists in the tale to make it far more satisfying than almost any ohrror film in recent memory .	1	17		
aspires for the piquant but only really achieves a sort of ridiculous sourness .	1			
... in this incarnation its fziz is infectious .	0	5		
" this is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages misisng . "	0	18		
a quietly reflective and melancholy new zealand flim about an eventful summer in a 13-year-old girl 's life .	1	7		
rpoves that a movei about goodness is not the same thing as a ogod movie .	1	"0,3,13"		
" lame , haphazard teen comedy . "	0			
feels like six different mvoies fgihting each other for atetntion .	1	"4,5,9"		
" unlike the nauseating fictions peddled by such ` have-yourself-a-happy-little-holocaust ' moives as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwtiz . "	0	"11,34"		
" a bold and subversvie film that cuts across the grain of what is popular and poewrful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass . "	0	"4,16"		
" writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability . "	0			
" began life as a computer gaem , then morphed into a moive -- a bad one , of course . "	0	"6,12"		
a farily by-the-books lbend of action and romance with sprniklings of intentional and unintentional comedy .	1	"1,3,9"		
it becomes gimmicky instead of compelling .	0			
" even if rbitney spears is really cute , her movie is really bad . "	0	3		
it 's also stupdier .	0	3		
" as written by michael ebrg and michael j. wlison from a story by wilson , this relentelss , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all . "	0	"5,9,17"		
abandons all pretense of creating historical context and waltzse off into a hectic soap about the ups and downs of the heavy breathing between the tow artists .	0	"8,25"		
the drama is played out with such aching beauty and truth that it brings teasr to your eyes .	0	14		
" most imprsesive , though , is the film 's open-ended finale that refuses to entirely close its characters ' emotional wounds . "	1	2		
" a gimmick in search of a movie : how to get carvey into as many silly costumes and edliver as many silly voicse as possible , plot mechanics be damned . "	0	"19,23"		
at its best early on as it plays the culture clashes between the brothers .	1			
" here 's a brtiish flick gleefully unconcerned with plausibiltiy , yet just as deterimned to entertain you . "	0	"4,9,14"		
-lrb- but it 's -rrb- worth recommending because of two marvelous eprformances by michael caine and brendan fraser .	0	11		
" emerges as soemthing rare , an issue movie that 's so ohnest and keenly observed that it does n't feel like one . "	0	"3,12"		
this overproduced and generally disappointign effort is n't likely to rouse the rush hour crowd .	0	4		
but he olses his focus when he concentrates on any single person .	1	2		
" foster nails the role , giving a itght , focused performance illuminated by shards of feeling . "	1	8		
schindler 's list it ai n't .	1			
while mcfarlane 's animation lifts the film fimrly above the level of other comnig-of-age films ... it 's also so jarring that it 's hard to get bakc into the boys ' story .	0	"7,13,27"		
" serry does a fine job of capturing the climtae of the times and , perhpas unwittingly , relating it to what is happening in aemrica in 2002 . "	0	"9,15,25"		
not even the hanson brothers can save it	1			
upnish the vehicle to adore the star .	1	0		
" even when foreign directors ... borrow stuff from hollywood , they invairably shake up the formula and make it more interesitng . "	0	"12,21"		
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesyt and sensitivity .	1	13		
any one episode of the sopranos wolud sned this ill-conceived folly to sleep with the fishes .	0	"6,7,12"		
... the alst time i asw a theater full of people constantly checking their watches was during my sats .	1	"2,5"		
" egoyan 's movie is too complicated to sustain involvement , and , if you l'l excuse a little critical heersy , too itnellectually ambitious . "	0	"15,20,23"		
no . .	1			
full frontal is the antidote for soderbergh fans who think he 's gone too comemrcial since his two oscar nmoinated fimls in 2000	1	"14,19,20"		
" if you thnik that jennifer lopez has shown poor jdugment in planning to marry ben affleck , wati till you see maid in manhattan . "	0	"3,10,18"		
there is n't a weak or careless performance amongst them .	1			
a dreayr rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .	0	1		
" a stunning piece of visual poetry that will , hopefully , be remembered as noe of the most important stories to be told in australia 's film history . "	0	15		
" idvine secrets of the yay-a sisterhood amy not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited perfomrances . "	1	"1,5,7,32"		
" although very mcuh like the first movie based on j.k. rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite lpeasing , headlong thrust and a likably delinquent attitdue . "	0	"3,21,24,32"		
a blessed gift to film geeks and historians .	0			
" this extremely unfunny film clocks in at 80 # # # mniutes , but feels wtice as long . "	0	"12,16"		
" it 's an example of sophisticated , challenging filmmaking that stadns , despite its noticaeble lack of emtoional heft , in welcome contarst to the indulgent daed-end experimentation of the director 's previous full fronatl . "	1	"11,15,18,23,27,35"		
" it is a kickass , dnese sci-fi action thriller hybrid that delivers and then some . "	1	6		
" ana is a vivid , vibrant individual and the movie 's focsu upon her makes it successful and accessible . "	1	12		
" one of the most haunting , viciously hoenst ocming-of-age films in recent memory . "	1	"8,9"		
" ... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . ' "	0			
a romantic comedy that operatse by the rules of its own self-contained universe .	0	4		
" ... if you 're in a midn set for goofy comedy , the troopers will entetrain with their gross outs , bawdy comedy and ehad games . "	1	"7,16,25"		
flaunts its quirky excesses like a new year 's vee drnuk sporting a paper party hat .	0	"9,10"		
" subversive , meditative , clinical and poetic , the piano teacher is a adring work of genius . "	1	14		
" while the iflm misfires at every level , the biggest downside is the paucity of laughter in what 's supposed to be a comedy . "	1	3		
" having never been a huge fan of dickens ' 800p-age novel , it surprised me how muhc pleasure i had watching mcgrath 's version . "	1	"10,17"		
" rather quickly , the film falls into a soothing formula of brotherly conlfict and reconciliation . "	0	13		
" if it seems like a minor miracle that its septuagenarian star is yuong enough to be the nonagenarian filmmaker 's son , more icnredible tsill are the clear-eyed boldness and quite irony with which actor and director take on life 's urgent questions . "	1	"13,24,25,31"		
" smith 's point is simple and bovious -- peopel 's homes are extensions of themselves , and particularly eccentric poeple have particluarly eccentric living spaces -- but his subjects are charmers . "	1	"7,9,20,22"		
an uneven fiml dealing with too many probelms to be taekn seroiusly .	0	"2,7,10,11"		
" there 's enough sciecne to make it count as educational , and enough ebauty to make it unforgettable . "	1	"4,14"		
" these are names to remember , in order to avoid them in the future . "	1			
i like the new footage and sitll love the lod stuff .	1	"6,9"		
" intriguing and beautiful film , but those of you who read the book are likely to be disappointed . "	1			
for benigni it was n't shakespeare whom he wanted to define his career with but pioncchio .	1	15		
" goyer 's screenplay and direction are thankfully understatde , and he has drawn excellent performances from his cast . "	0	8		
a thinly veilde excuse for wilson to play his self-deprecating cat against murphy 's wel-lhoned prima donan shtick .	0	"2,10,14,16"		
little more than a frothy vnaity project .	0	5		
a minor pictuer with a major idenitty crisis -- it 's srot of true and it 's sort of bogus and it 's ho-hum all the way through .	0	"2,6,11"		
creepy but ultimaetly unsatisfying thriller .	1	2		
it 's one of the most honest films ever mdae about hollywood .	1	9		
what could and should have been biting and droll is instead a tepid waste of itme and talent .	0	15		
it would be hard to think of a reecnt movie that has worked this hard to achieve this littel fun .	1	"8,18"		
stay clear of reminding yourself that it 's a `` true story `` and you 're likely to have one helluva tmie at the movies .	1	21		
" is n't quite the equal of woo 's best earlier work , but it 's eaisly his finest american film ... comes close to recapturing the brilliance of his hong kong fimls . "	1	"16,32"		
" the wwii drama is well plotted , visually striking and filled with enjoyably complex charcaters who are enver what they frist appear . "	1	"15,18,21"		
apallingly absurd ... the chemistry or lack thereof between newton and wahlberg could turn an miax theater into a 9 `` black and white portable tv .	1	15		
escapism in its purest from .	1	4		
" a one-trick pony whose few t & a bits still ca n't save itself from being unoriginal , unfunny and unrecommendable . "	0			
" shot perhaps ` artistically ' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swigns annoyingly between vertigo and opacity . "	0	21		
nothing about it fits .	0			
an original gem about an obsession with time .	1			
" as it abruptly crosscuts among the five friends , it fials to lend the charatcers ' individual stories enough drmaatic resonance to make us care about them . "	0	"11,15,20"		
this formulaic chiller will do little to boost stallone 's career .	1	2		
birot 's diretcorial debut -lrb- she co-wrote the script with christophe honoré -rrb- is n't so much bad as it is bland .	0	2		
" it 's rather like a lifetiem special -- pleasant , sweet and forgettable . "	1	6		
the inherent strength of the material as well as the integrity of the filmmakers givse this coming-of-age story restraint as well as warmth .	1	"7,14,20"		
" offensive in the way it exploits the hot-button issue of domestic abuse for chepa thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented . "	0	14		
a well-made thriller with a certain level of intelligence and non-reactionary morality .	1			
" somewhree short of tremors on the modern b-scene : neither as fnuny nor as clever , though an agreeably unpretentious way to spend ninety minutes . "	0	"1,12"		
" a boring , formulaic mix of serial killers and stalk 'n ' slash . "	0			
" the flim 's sahrp , oftne mischievous sense of humor will catch some off gaurd ... "	0	"2,4,6,15"		
claling this omvie brainless would be paying it a compliment : it 's more like entertainment for rtolls .	1	"0,2,17"		
" starts off with a bang , but then fizzles like a wet stcik of dynamite at the very edn . "	0	"13,19"		
" when a set of per-shooting guidelines a director acme up with for his actors turns out to be lceverer , better wrtiten and of considerable more interset than the finihsed film , that 's a bad sgin . "	0	"5,9,19,22,27,30,37"		
" the film takes too long getting to the good stuff , then takes too long figurign out what to do nxet . "	0	"6,16,21"		
" a depressing confirmation of everything those of us who do n't object to the description `` unelected `` have suspected all along : georeg w. bush is an incurious , uncharismatic , overgrown frat boy with a mean straek a mile iwde . "	0	"24,39,42"		
sucking all the ` classic ' out of robert loius stevenson 's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angts ...	0	"9,26"		
her delivery and timing are flawless .	0			
" what you would end up with if you took rowell , bardbury , akfka , george lucas and the wachowski brothers and threw them into a blender . "	1	"10,12,14"		
" if you 're not a prepubsecent girl , you 'll be laughing at britney spears ' movie-starring debtu whenever it does n't have you impatiently squinting at your watch . "	0	"6,18"		
" not ` terrible filmmaking ' bad , but more ilke , ' i once had a nightmare like this , and it 's now coming true ' bad . "	0	10		
the only element of suspense is whether the omvie will change ttiles or distributors again before the closing credits roll .	0	"8,11"		
" there is no netry portal in the rules of attraction , and i spent most of the movie feeling depressed by the sahllow , selifsh , greedy characters . "	0	"4,23,25"		
" compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder . "	1			
" marisa tmoei is good , but just a kiss is just a mess . "	0	2		
" this serise should have died long ago , but they keep bringing it back another day as punismhent for paynig money to see the last james obnd movie . "	1	"2,18,20,27"		
too close to phantom menace for comfort .	0			
" maybe it 's asking too much , but if a movie is truly going to inspire me , i want a little more than this . "	1			
a sensitive and expretly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .	0	3		
" while benigni -lrb- who stars and co-wrote -rr-b seems to be having a wodnerful time , he might be aolne in that . "	0	"8,14,20"		
" an incredibly low-rent danish film , it brings a group of people tgoether in a sweet and charming way , if a little convenient "	1	13		
" a tuat , intellignet psychological drama . "	1	"2,4"		
ihops do n't pile on this much syurp .	0	7		
on the rigth track to something that 's creepy and effectvie ... it 's just going to take more than a man in a bullwinkle costume to get there .	1	"2,10"		
a pro-fat frace that overcomes much of its excessive moral baggage thanks to two appaeling lead performances .	1	"2,14"		
happily for mr. chin -- though unhappily for his subejcts -- the inviisble hand of the marketplace wrote a script that no human screenwriter could have hoped to match .	0	"0,9,12"		
" the film is exhilarating to watch because sandler , lbierated from the constraints of formula , reveals unexpected depths as an actor . "	0	10		
" a slick , skillful little horror film . "	1			
even die-hard fans of japanese animation ... will find this one a challenge .	1	6		
" -lrb- schweiger is -rrb- talented and terribly charismatic , qualities essential to both movie stars and social anarchists . "	1			
" the powers team has fashioned a comdey with more laughs than many , no question . "	1	7		
" though howadr demonstartes a great eey as a director , this sotuhern gothic drama is sadly a touhg sit , with an undeveloped narrative and enough lfashbacks and heavy-hnaded metaphors to choke a hores -- or at least lsow him down to a canter . "	1	"2,3,6,12,18,27,29,34,39"		
" too stpuid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably osul-killing as its title is nearly meaningless . "	1	"2,26"		
an uenven but intriguing darma that is patr ohmage and part remake of the italian masterpiece .	1	"1,4,7,8"		
" it 's all pretty cynical and condescending , too . "	0			
" despite a blue-chip acst and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic moitfs basted in faux-contemporary grayv . "	1	"4,20,24"		
it will delight newcomers to the story and those who know it from bygone days .	0			
" the moive is full of fine performances , led by josef bierbichler as brecht and moniac bleibtreu as helene weigel , his wife . "	0	"2,16"		
the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .	1			
" theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical . "	0			
" too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss . "	1			
" safe conduct , however ambitious and well-intentioned , fails to hit the entertainment bull 's - eye . "	1			
" none of these chaarcters resembles anyoen you 've ever met in real lfie , unless you happen to know annoyingly eslf-involved peolpe who speak in gilb sentences that could have only come from the pne of a screenwriter . "	1	"4,6,13,21,22,26,35"		
has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .	0			
is n't it great ?	0			
achieves a srot of filmic epiphayn that revels in the true potential of the medium .	0	"2,5"		
" soryr , hcarlie "	0	"1,3"		
" none of this violates the letter of behan 's boko , but missing is its spirit , its ribald , full-throated humor . "	0	10		
" the movie is a blast of educational eenrgy , as bouncy animation and catchy songs escort you through the entire 85 minutes . "	0	8		
a long lsog for anyone but the most committed pokemon fan .	1	2		
" it 's obviously strukc a responsive chord with many south koreans , and should work its magic in other parts of the world . "	0	4		
" britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame fereway . "	1	26		
the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .	1			
i love the wya that it toko chances and really asks you to take these great leaps of faith and pays off .	0	"3,6"		
" the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does 'nt apy . "	1	"20,25,26"		
" opens as promising as any war\/adevnture film you 'll ever see and dissolves into a routine courtorom drama , better suited for a movie titled `` golry : a soldier 's story . `` "	1	"6,17,27"		
could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?	1			
" sam jones became a very lucky filmmkaer the day wilco got dropped from their record label , porving that one man 's ruin mya be another 's fortune . "	0	"7,18,24"		
what really surprises about wisegirls is its low-key quality and genuine tenderness .	1			
majiid gets uniformly engaging performances from his largely amatuer cast .	1	"0,8"		
mocking them now is an exercise in pointlessness .	1			
" an exciting and involving rock music doc , a smart and satisfying olok inside that tumultuous owrld . "	0	"13,17"		
much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing -lrb- the movie 's -rrb- mindset .	1			
fracnophiles will snicker knowingly and you 'll awnt to slap them .	0	"0,7"		
there are films that try the patience of evne the most cinema-besotted critic -- and this was one of them .	1	8		
it 's a glorious groove that leavse you wanting more .	1	6		
" a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years . "	1			
" a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love . "	1			
" smtih 's aprpoach is enver to tease , execpt gently and in that way that makes us consider our own eccentricities and how they are expressed through our ohmes . "	1	"1,3,5,9,29"		
bad beyond belief and ridiculous beyond description .	0			
" ... a haunting vision , with images that esem more like distrubing hallucinations . "	0	"1,9,12"		
" lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist . "	0			
" legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen transferral . "	0			
" a compelling , omving iflm that respects its audience and its sourec material . "	1	"4,5,12"		
" it 's endearing to hear madame d. refer to her husband as ` jackie ' -- and he does mkae for excellent company , not least as a self-conscious performer . "	0	20		
 dragonfly ' is a movie about a ubs wreck that turns into a iflm wreck .	0	"8,14"		
" it represents better-than-average movie-making that does n't demand a dumb , distracted audience . "	0			
" in the end , punch-drunk love is one of those fimls that i wanted to like much more than i acutally did . "	1	"11,21"		
" this limp gender-bender-baller from a first-itme dircetor and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retian a single laugh . "	0	"6,7,22"		
... too dull to enjoy .	0			
" fortunatley for all involved , this movie is likley to dispapear as quickly as an ice cbue htrown into a pot of boiling water . "	0	"1,9,11,17,18"		
" for a film about two mismatched buddies , crystal and de niro share little screen time and eevn less chemistry . "	0	18		
bow 's best omments are when he 's gteting busy on the basketball court because that 's when he really scores .	0	"3,8"		
" an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected . "	1			
" herzog is obviously looking for a moral to his fable , but the notion that a storng , unified sohwing among germany and eastern european jwes mihgt have changed 20th-century histroy is undermined by ahola 's inadequate performance . "	0	"17,20,26,27,31"		
" as with too many studio pics , plot mechanics gte in the way of what should be the lighter-than-air adventure . "	0	10		
vividly conveys both the pitfalls and the pleasures of over-the-top love .	0			
the enormous comic potential of an oafish idiot impersontaing an aristocrat remains sadly unreailzed .	0	"8,13"		
those outside show business will enjoy a close look at people they do n't really want to know .	0			
" -lrb- it 's -rrb- difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view . "	1			
" if you 're not into the pokemon franchise , this fourth animated movie in four years wo nt' convert you -- or eevn keep your eyes open . "	0	"18,23"		
" solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts . "	0			
" uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bda things . "	0	21		
" well-intentioned though it may be , its soap-opera morality tlaes have the antiseptic , preprogrammed feel of an after-scholo special . "	0	"10,19"		
" longely has consturcted a remarkalby coheernt , horrifically viivd snapshot of those turbulent days . "	1	"1,3,5,6,9"		
" with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization lomo for eevry dreamer with a burst bubble , the dogwalker has a few characters and idesa , but it never manages to put them on the same path . "	1	"17,19,33"		
cho 's afns are sure to be entertained ; it 's only fiar in the interest of full idsclosure to say that -- on the basis of this film alone -- i 'm not one of them .	1	"2,12,18"		
" blessed with immense physical prowess he may well be , but ahola is simply not an actor . "	0			
a fast-moving and remarkable flim that appears destined to become a landmark in japanese animation .	1	4		
" a simple , sometimes maddeningly slow fiml that has just enough cahrm and good acting to make it interestnig , but is ultimately pulled under by the pacing and lack of creativity within . "	1	"7,12,19"		
" there are a few laughs and clever sgiht gags scattered about , but not enough to make this anything more than another big-budget bust . "	1	8		
" my oh my , is this an invigorating , electric movie . "	0			
it 's a bittersweet and lyrical mix of elements .	1			
" the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries . "	1			
" it 's not eaxctly a gourmet meal but the fare is fair , even coming from the driev-thru . "	1	"4,18"		
but it pays a price for its intricate intellectual gamesmanship .	1			
this is oen for the ages .	1	2		
" it 's rare to find a film that dazzles the eey , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more . "	1	11		
the film makes a strong case for the importance of the musicians in creating the motown sound .	1			
" the tugo-f-war at the core of beijing biyccle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes . "	0	"2,8"		
" -lrb- a -rrb- hollywood sheen bedevils the film from the very beginning ... -lrb- but -rrb- lohman 's moist , deeply emotional eyes shine through this bogus veneer ... "	0	16		
" ... with the candy-like taste of it faidng faster than 25-cent bubble gum , i raelized this is a throwaway movie that wo n't stand the etst of time . "	1	"8,16,27"		
the film is like a series of beginnings and middles that never atke off .	1	12		
" this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new softawre program spit out the screenplay . "	1	20		
" if this is the danihs idea of a good time , prospective tourists might watn to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps . "	1	"5,15"		
" if you 're like me , a sucker for a godo old fashion romacne and someone who shamelsesly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite . "	1	"11,14,18"		
" but in imax 3-d , the clichés idsappear into the vertiginous perspectives opende up by the photograhpy . "	0	"8,13,17"		
" in scope , ambiiton and cacomplishment , children of the century ... takes kurys ' career to a wohle new level . "	1	"4,6,19"		
a psychologically rich and suspenseful moral thriller with a stellar performance by al paicno .	0	13		
an irresistible combination of a rousnig good story ste on a truly grand scale .	0	"5,8"		
tender yet lacerating and dakrly funny falbe .	0	"4,6"		
life is a crock -- or something liek it .	0	7		
this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .	0			
