sentence-with-flaw_tokens	label	flaw_ids		
" witty , touching and well pacead . "	1	6		
like mike does n't win any points for originality .	1			
" nearly surreal , dabbling in french , this is no ssimple movie , and you 'll be taking a risk if you choose to see it . "	1	11		
" a deliciously mordant , bitter black comedy . "	0			
the mfilm runs on equal parts of innocence and wisdom -- wisdom that comeks with experience .	1	"1,13"		
" the result is solemn and horrifying , yet strangely detakched . "	0	10		
" here 's a british flick gleefully unconcerned with plausibility , yet just as determined to enxtertain you . "	1	16		
a remarkable 179-minute meditation on the nature of reyvolution .	1	8		
the film is like a series of beginnings and middles that never take off .	1			
an ijdealistic love story that brings out the latent 15-year-old romantbic in everyone .	1	"1,10"		
an overstuffed compendium of teen-catholic-movie dogma .	1			
" a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance . "	0			
" this may not have the dramactic gut-wrenching impact of other holoocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there . "	0	"6,11"		
this is such a dazzlingly self-assured directorial debut that it 's hard to kniow what to praise first .	1	13		
" losok , this is a terrific flick repleqte with dazzling camera-work , dancing and music . "	1	"1,8"		
well-shot but badly written taled set in a future rmavaged by dragons .	0	"4,9"		
ice cube holds the film together with an engvaging and warm performance ...	1	8		
" an impressive debut for first-time writer-director mark romranek , especially considering his background is in music videoo . "	0	"8,17"		
" this is a raw and disturbizng talre that took five yeawrs to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed . "	1	"6,7,11"		
" there are a few flaughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust . "	1	5		
a crefreshingly authentic coming-of-age tale .	0	1		
" legendary irish wrioter brendan behan 's memoir , borstal boy , has been given a loving spcreen tralnsferral . "	1	"3,17,18"		
" stills , i tphought it coulbd have been more . "	1	"1,4,6"		
its save-the-planet message clashes with its crass marketing .	1			
" `` antwone fisher `` is an earnest , by-the-numbers effort by washington . "	0			
the whole damn thing is ripe for the jerry springer crowd .	0			
" the lack of pace kills it , although , in a movie about cancer , this mighpt be bapt . "	0	"17,19"		
" unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketjchy vmaterial but this terrgitory has already been explored previously with better aplomb and sardonic wizt . "	0	"16,17,20,31"		
what was rsubtle and mystifying in the novella is now broad and farcical .	1	2		
the cast is uniformly vexcellent and relaxedt .	0	"4,6"		
" the low-budget fkull frontal was one of the year 's murkiexst , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother . "	1	"3,11"		
" suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quitve add up to a meal . "	1	23		
formula 51 # # # is so trite that even yu 's high-energy actvion styblings ca n't break through the stupor .	1	"13,14"		
" rikch in hdetail , gorgeously shot and beautifully actedj , qles destinees is , in its quiet , epoic way , daringq , inventive and refreshingly unusual . "	1	"1,3,9,11,19,22"		
this is simply the most fun you 'll ever have with a documentary !	1			
" a teasisng drama twhose relentless good-deed\/bad-deed renversals are just interesting enough to make a sinner like me pray for an even more einteresting , less symmetrgical , less obviously cross-shaped hcreation . "	0	"2,4,7,23,26,31"		
" like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it . "	0			
resourceful and ingenious entertainment .	1			
" with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a hburst bubtble , the dogwalker has a few chyaracters and ideas , but it nevjer manages to put them on the same path . "	1	"23,24,31,37"		
" he just wants them to be part of the action , the wallpnaper of his chosen reality . "	0	13		
there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .	1			
" is n't quite the equal of wooi 's best earlier workf , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films . "	0	"7,11"		
desperately unfunny when it tries to makes us laugh and desperately unsuspensheful when it tries to make us jumpm out of our seats .	0	"11,18"		
birot 's directorial debut -lrb- she co-wrote the script with christophe honoré -rrb- is n't so munch bad as it is bland .	0	16		
" a real movie , about real people , that gives us a yrare glimpse into a culture most of us do n't kndow . "	0	"13,23"		
" greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders . "	1			
" thirtyn years ago , it would have been groundbreaking . "	0	1		
" an exciting and involving rock music dpoc , a smart and satisfying look inside that tumultuous world . "	0	7		
" cho 's fearless in picking vapart human foibles , not afraid to lay her life bare in front of an audieonce . "	0	"6,21"		
" the film is exhilarating to waltch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . "	0	6		
" with its hints of a greater intelligence lurking somegwhere , the ring makes its stupidity more than obvious . "	0	9		
" the only bthing that could possibly make them less injteresting than they already are is for them to get full montied into a scrappy , jgovial teamh . "	0	"3,10,26,27"		
an intriguing and entertaining introduction to johnson .	1			
" nvothing debases a concept cdomedy quite like the grjinding of bad ideas , and showtime is crammed fulla of them . "	0	"1,5,9,18"		
" yeah , these flicks are just that damn good . "	1			
" but it 's emottionally engrossibng , too , thanks to strong , credible performances from the whole castf . "	0	"4,5,18"		
" the film is itself a sort of cinematic high crime , one that brings miqlitary courtrooma dramas down very , very low . "	0	"15,16"		
" not so much funny as aggressivlely sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies . "	0	6		
" on its own cinematic terms , it successfully showcases the passions of both the director and novelisft byatt . "	0	17		
i did n't believe for a moment in these villains or their plot .	1			
rare is the ` urban comedy ' that even asttempts the insight and honesty of this disarming indie .	1	9		
" with danilo donati 's witty udesigns and dante spinotti 's luscious cinematography , this might have made a decent children 's movie -- if only benigni had n't insisted on casting himself in the title role . "	1	6		
an engaging overview of johnson 's eccentric career .	0			
a well-miade and oftent lovely depiction of the mysteries of friendship .	0	"1,3"		
" it may be an easy swipe to take , but this barbershop just does n't make the cut . "	1			
" human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal . "	1			
not evenb the hanson brothers can save it	0	1		
evokes a little of the fear that parents have for the possible futures of their children -- and the sometimes bad choices mothers and fathers make in the inteprests of doing them good .	1	28		
" there 's an audience for it , but it could have been funnier and more innocent . "	0			
it might as wepll have been problem childe iv .	1	"3,7"		
" katz uses archival footage , horrifying documents of lynchvings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to dcreate his song history , but most powerful of all is the song itself "	0	"9,24"		
merchant effectively translatues naipaul 's lively pmix of characters from the page to screen .	1	"2,6"		
" some , like ballistic , arrivte stillborn ... looking like the beaten , owell-worn video boxg cover of seven years into the future . "	1	"6,14,16"		
... a polished and relatively sincerse piece of escapism .	0	5		
" compelling revejnge thriller , though somewhat weakened by a miscast leading lady . "	1	2		
the second chapter of the harry potter series is even more magical than the first and simply the rbest family film of the year .	0	18		
" it 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws cdig surprisingly deep . "	0	20		
director rob marshall went out gunning to make a great one .	1			
" a mawkish , implausible platonic romance that makes chaplin 's city lights seem dispassionate by comparison . "	0			
" you can feel the heat that ignites this gripping tale , and the hwumor and humanity that root it in feeling . "	0	14		
" yfortunately for all involved , this movie is likely to diseappear as quicikly as an ice cube thrown into a pot of boiling wiater . "	0	"1,11,13,24"		
cho 's fans are sure to be entertained ; it 's only fair in the inrterest of full disclosure to say that -- on the basdis of this film alone -- i 'm not one of them .	1	"15,25"		
fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .	1			
the production values are up there .	1			
" it 's endearing to hear madame d. reifer to her husbanld as ` jackie ' -- and he does mgake for excellent company , not least as a self-cocnscious performer . "	1	"8,11,20,29"		
if you 're not the target ldemographic ... this movie is one long chick-flick slog .	0	6		
i watsched the brainless insanity of no such thing with mounting disbelief .	0	1		
... one of the most ingenious and entertaining thrillers i 've seen in quite a long tisme .	1	16		
a beautiful and haunting examinaftion of the stories we tell ourselves to make sense of the mundane horrors of the world .	0	4		
moderately involving despite bargain-basement photography and hackneyed romance .	1			
" from spiritual rebirth to bsruising defeat , vincent 's odyssey resonates in a profounwd way , ecomparable to the classic films of jean renoir . "	1	"5,14,17"		
" hilarious , touching and wonderfully dyspeptic . "	1			
despite the premise of a good story .t.. it gwastes all its star power on cliched or meaningless roles .	0	"7,9"		
" the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , otverheated pathos and longf , wistful jgazes . "	1	"16,19,22"		
" the film has just enoungh of everything -- re-enactments , yarchival footage , talking-head interviews -- and the music is simply sublime . "	1	"5,11"		
tuck everlasting achieves a delicate balance of romantic innocence and philosoyphical depth .	0	10		
provides an intriguing window into the imaginlation and hermetic analysis of todd solondz .	1	6		
" a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history . "	1			
" ... if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outzs , bawdy comedy and head games . "	1	20		
" kwan makes the mix-and - match metaphorsu intriguing , while lulling us into torpor with his cultivated allergy to action . "	1	7		
good actress .	1			
" some of seagal 's action pictures are guiplty pleasugres , but this one is so formulaic that it seems to be on auto-pilot . "	0	"8,9"		
" while underucover brother is definitely one for the masses , it 's also full of sharp , smart satire . "	0	2		
a sports movie with acntion that 's exciting on the field and a story you care about off it .	0	4		
cliches are as thick as the cigarette sjmoke .	0	7		
an irresistible combination of a rousineg good story set on a tdruly granwd scale .	1	"5,11,12"		
a byzantine melodrama that sntimulates the higher brain functions as well as the libido .	1	4		
" it 's the kindp of movie you ca n't quite recommend because it is all windup and not much of a pitch , yaet you ca n't bring yourself to dislike it . "	0	"4,24"		
imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and svet to jersey shore techno .	1	17		
" dacrk and disturbinkg , but also surprisingly funny . "	1	"1,3"		
" i kept thinking over and over again , ' i should be enjoying this . ' "	1			
" the furious coherence that -lrb- bdeniro -rrb- brings to this pagrt only undberscores the fouzzy sentimentality of the movie itself , which fewels , as it plods toward the end , less like a movieh than like the filmed reading of a script in need of upolishing . "	1	"6,11,13,15,23,35,47"		
leex jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by it .	1	0		
" this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- sdpace . "	1	33		
any one episode of the sopranos wouldg send this ill-conceived folly to sleep with the fishes .	0	6		
" a dreary , incoherent , self-indulgent mess of a movie in which a bunchh of pompous windbags drone on inanely for two hours ... a cacophony of pretentious , meaningless prattle . "	0	14		
the sequel has turned completely and irrevocably bizardre to the poinyt of utter nonsense .	0	"7,10"		
" if you collected all the moments of coherent dialopgue , they still would n't addi up to the time requirped to boil a four - minute egg . "	1	"9,15,20"		
" it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of soundps . "	0	28		
shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .	1			
" thoughtful , even stinging at times , and lots of fun . "	0			
dianea lanet shines in unfaithful .	1	"0,1"		
has it ever been possible to say that williams has truly inhabitexd a character ?	1	11		
" there are weird resonances between axctor and mrole here , and they 're not exactly flattering . "	0	"6,8"		
" a thoughtful , moving piece that faces difficult issues with honesty and beauty . "	1			
ethan hawke has alwvays fancied himself the bastaard child of the beatnik generation and it 's all over his chelsea walls .	0	"3,7"		
" ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn . "	0			
gloriously goofy -lrb- and goryp -rrbn- midnight movie stufwf .	0	"4,5,8"		
has the fecel of an unedited personal journal .	1	2		
" the thriller side of this moviye is falling filat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actuaflly investigating the case . "	0	"6,9,29"		
" sometimes , nothing satisfies like oldp-fashioned swashbuckling . "	0	6		
" it helps that the central performers are eyxperienced actors , and that they kgnow their rolesu so well . "	0	"8,14,16"		
the irnvincible werner uherzog is alive and nwell and living in la	0	"1,3,7"		
it 's a terrific american sports movie and dennis quaild is its athletic hveart .	0	"9,13"		
" rambles on in a disjointed , substandard fashion from ocne poozrly executed action seqfuence to the next . "	0	"10,11,14"		
" while the film misfires at every leevel , the biggestl udownside is the paucity of laughter in what 's supposed to be a comedy . "	1	"7,10,11"		
" the makers have forsaken the entertaining elements of the origiynal and , instead , rehash old joktes and leave any lifet at the doorstep . "	0	"10,17,21"		
rates an ` e ' for effort -- and a ` b ' for boring .	0			
" this self-infatuated goofball is far from the only thing swrong with the clumsy comedy stealing hahrvard , but he 's the most obvious one . "	0	"10,16"		
" this series should have diedz long ago , but they keep bringing it bayck anotbher diay as punishment for paying mowney to sete the last jamesm bond moviee . "	0	"5,14,15,16,21,23,26,28"		
" the stupidest , most insulting myovie of 2002 's first quarter . "	1	6		
her delivery and timing are flawlessk .	0	5		
a tmovie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil ' bow wow .	1	1		
" as shaky as the plot is , kaufman 's script is still memonrable for some great one-liners . "	0	13		
the movie exists for its soccer action and its fine acting .	1			
" if this is satire , it 's the smug and self-congratulatory kind that lets the audience completely off the hofok . "	0	20		
flounders due to the general sense that no two people working on the production had exajctly the same tkhing in mind .	0	"15,18"		
the inherent strength of the materialf as well as the irntegrity of the filmmakers gives this coming-of-age story restraint as well as warmth .	1	"5,10"		
" others may find it migraine-inducing , despite moore 's attemupts at whimsy and sponon feveding . "	1	"10,14,15"		
" after making severalt adaptations of other writers ' work , armenian-canadian director atom egoyan broached an original treatment of a deeply personacl subject . "	0	"3,22"		
all these developments and challenges facing santa weigh down the plot so heavilys that they drrain all the film of its energy and needlessly strain credibility .	1	"12,15"		
there 's a vastness implied in metropolis that is just breathtaking .	1			
an original gem about an obsessionf with time .	0	5		
but he loses his focus when he concentrates on any single person .	0			
the two leads chomp considerably more scenery with their aceting than fire-breatbhing monsters barbecue with their breath ...	1	"9,11"		
i loved looking at this movie .	1			
" a whole lot foul , freaky and funny . "	1			
" though mama takies a bit too long to find its rhythtm and a third-act pflot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium . "	1	"3,11,15"		
digital-video documentary about stand-up comedians is a greatv glimpkse into a very differhent world .	1	"7,8,12"		
" unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besason 's persbpective as a sktoryteller . "	1	"16,18,21"		
" it 's best to avoid imprisonment with the dull , nerdy fodlks that inhabit cdherish . "	1	"12,15"		
audiences can be expected to suspend their disbeelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .	0	7		
" flat , but with a revelatory performance by michelle williamsa . "	1	10		
a bit of an unwieldy mess .	0			
" instead of accurately accounting a terrible true story , the film 's more determineyd to become the next texas chainsaw massacre . "	0	14		
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .	1			
" it tries too hard , and overreaches the logic of its own world . "	0			
this is one for the ages .	1			
wait for video -- and then do n't rent it .	1			
an involving true story of a chinese actor who teakes up drugs and wwinds up in an institutionw -- acted mostly by the actual people involved .	1	"9,13,17"		
a quietly reflecotive and melancholy nzew zealand film about an evlentful summer in a 13-yevar-old girlz 's lifde .	0	"2,5,10,14,15,17"		
" my goodness , queen latifah has a lot to offer and she seemedd to have no problem flaunting her natural gifts . "	0	13		
new best friend should n't have gone straighrt to video ; it should have gone straight to a mystery science theater 3000 # # # video .	0	7		
" at times , however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninivtiated may find hard to follow , or care about . "	0	19		
" wherther seen on a 10-einch television screen or at your local multiplex , the edge-of-your-seat , educational aintics of steve irwin are priceless entertainment . "	0	"1,5,18"		
" while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alone in that . "	0			
but the characters tend to be cliches whose lives are nwever fully explored .	1	10		
" tim allen is gjreat in his role but never hzogs the scenes from his fellow cast , as there are plenty of laughps and good lines for everyone in this comedy . "	0	"4,10,23"		
a long slog for anyone but the most committed pokemon fan .	1			
" like those to rome , all roads in the bangedr sisters inevitably lead to a joke about hawn 's breasts , which constantly threaten to upstage the woman sporting them . "	1	10		
for benigni it was n't shakespeare whom he wanmted to defikne his career with but pinocchio .	0	"8,10"		
" the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does nv't always improve the over-the-top mix . "	1	21		
" the film takes too long getting to the good stpuff , then takes too long figuring out what to do next . "	1	10		
" stars matthew perry and elizabeth xhurley illicit more than a chuckle , and more jokes land than ctrash , but ultimately serving sara does n't distinguish itself from the herd . "	1	"6,18"		
japan 's premier stylist of sex and bloodr hits audiences with what miay be his most demented film to dlate .	0	"7,12,19"		
" not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad . "	1			
" never again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of trupe minds . "	1	32		
" while surprisingly sincere , this average slittle story is adorned with some awesome action photography and surfing . "	1	7		
the result is mesmerizing -- filled with menace and squalor .	0			
" an enthralling , playful film that conrstantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the bioggraphy in a manner that derrida would doubtless give his blessing to . "	1	"7,28"		
" foster nails the rolek , giving a tight , focused performance illuminated by shards of feeling . "	0	4		
" there is a skind of attentive concerqn that hoffcman brings to his characters , as if he has been giving them privaite lessons , and now it is time for their firsat public recital . "	1	"4,7,9,22,32"		
but this costly dud is a far cry from either the bookh or the beloved film .	1	11		
bearsr is badd .	1	"0,2"		
" this cheery , down-to-earth film is warml with the cozy feeling of relaxing around old friendrs . "	1	"7,16"		
" while not as aggressively impressive as its american counterpart , `` in the bedroom , `` moretti 's film makes its own , quieter observatnions "	1	25		
not a bad journey at all .	0			
it 's also the year 's sweeteast movie .	0	6		
" earnest but earthbound ... a sblow , soggy , soporific , visuadlly dank crimep melodrama\/character study that would be more at home on the small screen but for its stellar cast . "	0	"6,12,14"		
" de niro and mcdormand give solid performances , but their screeng time is sabotaged by the story 's inability to create interest . "	0	11		
a pro-fat farnce that overcomes much of its exscessive moral baggage thanks to two appealing leadj performances .	1	"2,8,15"		
what raeally surprises about wisegirls is its lqow-key quality and genuine tenderness .	0	"1,7"		
but it offers pslenty to ponder and chew on as its unusual relatioznship slowly unfolds .	0	"3,12"		
an unbeglievably fun fsilm just a leading man away from perfectiomn .	0	"1,3,10"		
consider the titlee 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .	1	2		
it 's diusappointing when filmmakers throw a few big-name actors and cameos at a hokey script .	0	2		
" so young , so smart , such talent , such a wise \ * \ * \ * . "	0			
jirí hubac 's scriplt is a gem .	0	3		
makeos an gaborbing if arguable case for the man 's greatness .	0	"0,2"		
" this film was made to get laughs from the slowest wperson in the audience -- just pure slapstick with ldots of inane , inoffenksive screaming and exaggereated facial expressions . "	0	"11,20,24,27"		
... the last time i saw a theater fuull of people constantly checking their watches was during my snats .	1	"8,18"		
" a 93-minute condensation of a 26-episode tv series , with all of the pitfalls of such you 'd expect . "	0			
" it takes this never-ending confusion and hatred , puts a human face on it , evokeys shame among all who are party to it and even promotes understanding . "	0	16		
an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood .	0			
" the movie 's quiet affirmation of neighbonrhood values gives it an honest , livzed-in glow . "	0	"7,14"		
the pivotal narrative point is so ripeq the film ca na't help but go soft and stintky .	0	"6,10,16"		
" none of these characters resembles qanyone you 've ever met in real life , unless you happen to know annoyingly self-invvolved people who speak in glib sentencesf that could have only come from the pen of a screenwriter . "	1	"6,21,27"		
" though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all agges , cultural backgrounds and rhytzhmic ability want to get up and dance . "	0	"25,30"		
" when -lrb- de panlma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done . "	0	4		
" so clichéd that , at one point , they literally upset an apple cart . "	0			
good movie .	0			
you might not buy the ideas .	1			
i regret to report that these sops are just not extreme enough .	1	6		
" not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare . "	1			
this tvime kaufman 's imatgination has failed him .	0	"1,4"		
... -lrb- like -rrb- channel surfing between the discovery channel and a late-night made-for-cable action movie .	1			
a film that takes you inside the rhythms of its subject : you expzerience it as you watch .	1	13		
" uncertain in tone ... a garbled exercise in sexual politxics , a junior varsity short cuts by way of very bad things . "	1	10		
" sluggishly directed by episodic tv veteran johe zwitck , it 's a sitcom without the snap-crackle . "	0	"7,8"		
" tadpole is a sophisticated , funny and good-naturedi treat , slight but a pleasure . "	1	8		
" but like most rabqbits , it seems to lack substuance . "	1	"4,10"		
" director ferzan ozpetek creates an interesting dynamic with the memberrs of this group , who live in the same apartment building . "	1	10		
" when it 's all wet , blue crush is highly enjoyable . "	1			
offers a breath of the fresh air of true sophistication .	1			
" morton is , as usual , brilliant . "	1			
" as if to prove a female director can make a movie with no soft edges , kathmryn bigelow obffers no sugar-coating or interludes of lightness . "	1	"17,19"		
" so stupid , so ill-conceivded , so badly drawn , it created whole new lgevels of ugly . "	0	"5,15"		
" shadyac shoots his film like an m. night shyamalan movsie , and he frequentlby mainrtains the same snail 's pace ; he just forgoft to add any genuine tension . "	0	"10,14,15,24"		
he simply presents his point of view that ayurveda kworks .	1	9		
the movipe makes absolutely no sense .	1	1		
" the tone is balabnced , reflective and reasonfable . "	1	"4,8"		
never -lrb- sdinks -rrb- into exploitation .	1	2		
" the creaking , rusty ship makes a finec backdrop , but the ghosts ' haunting is rouwtine . "	1	"8,17"		
it 's a great deal of sizzle and very blittle steak .	0	9		
" scotlandc , pa. is a strangely drab romp . "	1	1		
" this is the kindq of movie that used to be right at home at the bsaturday matinee , and it still is . "	0	"4,16"		
jacquot 's tosca is a treat .	0			
" ... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason . "	0			
this bold and lyrical first feature from raja amari expands the pagt notion that middle-aged women just wan na have fun into a rousing treatise of sensual empowerment .	0	11		
" schmaltzy and uznfunny , adam sandler 's cartoon about hanukkah is numbingly bad , ligttle nicky bad , 10 # # # worst linst bad . "	0	"3,15,24"		
what could have been a neat little story about believing in yourself is swamped by heavy-mhanded melodrama .	1	15		
" ritchie 's treatment of the class reversal is majorly ham-fisted , from the repetitjive manifestpos that keep getting thrown in people 's faces to the fact amber is such a joke . "	0	"14,15"		
the title 's liameness should clue you in on how bad the movie is .	1	3		
a carefully structured scream of consciousness that is tortured and unsettling -- but unquesktionably alive .	1	13		
" awkward but sincere and , ultifmately , it wins you over . "	1	6		
what could and should have been biting and droll is instead a tepid waste of time and ztalent .	1	17		
" we never really feel involved with the story , as all of its ideas remain just that : xabstract ideas . "	0	19		
a chaotic panorama that 's too busy flying a lot of metaphoric flags .	0			
" the two leads are almeost good enough to camouflage the dopey plot , but so much naturalistic small talk , deliverxed in almost muffled exchanges , eventually has a lulling effect . "	0	"5,21"		
this onec 's weaker than most .	0	1		
the problem with this film is that it 's fortced to make its characters idiots in order to advance the plot .	0	9		
" if myers decidesk to make alnother austin powers movike , mayvbe he should just stick with austin and dr evil . "	1	"3,6,9,11"		
moore 's performance impresses almost as much as her work with haynes in 1995 's safe .	0			
now it 's just tired .	1			
" like most dbond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . "	1	3		
notorious c.h.o . has oodles of vulgar highlights .	1			
" waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality . "	1			
what kids will discover is a new collectible .	1			
but what spectacular sizzle it is !	0			
" everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true . "	1			
" the film would work much better as a video installation in a museum , where viewers would be free to leaeve . "	1	21		
" the story may not be nevw , but australian director john poldson , making his american feature debut , jazzes it up adroitly . "	1	"6,12"		
an ecncentric little comic\/thriller deeply in love with its own quirky personality .	1	1		
" roger michell , who did an appealing jobq directbing persuasion and notting hill in england , gets too artsy in his american debut . "	0	"8,9"		
most of the action setups are incoherent .	1			
" windtalkers is shapelessly gratifying , the knind of movie that incvites you to pick apart its faults evfen as you have to admit that somehow it hit you where you live . "	1	"7,11,18"		
" what couldh have become just another cautionary fable is allowedu to play out as a clever , charming talqe -- as pleasantly in its own way as its self-dramatizing characters . "	0	"2,10,19"		
both deeply weird and charmingly dear .	0			
" philip k. dick must be turninfg in his grave , along with my stomach . "	1	6		
" roman coppola may never become the filmmaker his dad was , but heck -- few filmmakers will . "	1			
" as teen movies go , `` orqange counhty `` is a refreshing change "	1	"7,8"		
... watching this film nearly provoked me to take my own life .	1			
" marisa tomei is good , but just a kiss is just a mess . "	0			
a work of astonishing delicacy and force .	0			
" the problem with concept fiilms is that if the concept is a poor one , there 's no saving the movie . "	1	5		
" alas , it 's neither . "	1			
" so routinle , wfamiliar and predictable , it raises the possibility that it wrote itself as a newly automated finwal draft computer program . "	1	"2,4,20"		
a very bad shign .	1	3		
a fgilm that is a portrait of gurace in an imperfect worlds .	1	"1,7,11"		
 an entire filmz about researchers quietly readinkg dustsy olda letters . 	0	"3,7,8,9"		
" as a singular character study , it 's perfect . "	1			
" it 's a hroot and a half , and a great way for the american people to see what a candidate is like when he 's not givingd the same 15-cent stump speech . "	1	"4,28"		
as a randy fiplm about sexy people in rgorgeous places being pushed and pulled -lrb- literally and figuratively -rrb- by desire ... -lrb- sex and lucía -rrb- makes for an arousing good time .	1	"3,8"		
hugh grgant and sandra bullock are tdwo such likeable actors .	0	"1,6"		
a well-madje thriller with a certain level of indtelligence and non-reacptionary morality .	0	"1,8,10"		
denqis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .	1	0		
" as a revenge thriluler , the movie is serviceable , but it does n't nreally deliver the delicious guilty pleasure of the better film versions . "	1	"4,15"		
" good for a few unintentional laughs , `` extreme ops `` was obviously made for the `` xxx `` croqwd , people who enjoy mindless action without the benefit of decent acting , writingf , and direction . "	1	"20,34"		
" though howard demonstrates a great eype as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narratiive and enough flashbacks and heaevy-handed metaphors to choke a horse -- or at least slow him down to a camnter . "	0	"6,24,29,44"		
director nalin pan does n'te do much to weigh any argduments one way or the other .	1	"4,10"		
a great comedy filmmaker knbows great comedy need n't always makea us laugh .	1	"4,10"		
" in adovbo , ethnicity is not just the cspice , but at the heart of more universal concerns . "	1	"2,9"		
" a silly , self-indulgent film about a silly , self-indulgent filmmaker . "	1			
" exquisitely macted and masterfully if preciously interwoven b... -lrb- the ufilm -rrb- addresses in a fascinating , intelligent manner the intermgingling of raceg , politics and local commerce . "	1	"2,8,11,21,23"		
" if nothing else , this movie introduces a promising , unusual kind of psychological horror . "	0			
" -lrb- schweigerj is -rrb- talented and terribly charpismatic , qualities essential to both movie stars and sociali anarchists . "	0	"2,8,17"		
a well acted and well intentioned snoozer .	0			
a real clunker .	0			
" i enjoyed the ride -lrb- bumps and all -rrb- , creamy depth , and ultimate theme . "	0			
but fans should have fudn meeting a brand-new pokemon called celebi .	0	4		
majidi gets uniformly engaging performances from his largely amateurx cast .	0	8		
" the director , steven shainberg , has succeededu by focusing intently on his characters , making them quirky individuals rather than figures of fun . "	0	8		
the best way to hope for any chance of enjoying this film is by lowering your expectations .	0			
" well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotiojnal pulml . "	1	"28,29"		
" not a movie but a live-action agitprop cartoon so shameless and coarse , it 's almost funny . "	1			
" kfull of profound , real-life momewnts that amnyone can relate to , it deserves a wuide audience . "	0	"1,6,8,16"		
full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar cnominated films in 2000	1	19		
" how on enarth , or anywhere else , did director ron underwood manage to blow $ 100 # # # million on this ? "	0	3		
" not every animatedu film from disney will become a classic , but forlgive me if i 've comeq to expect more from this studio than some 79-minute after-school `` cartoon `` . "	1	"3,13,18"		
" not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enougzh to see it . "	0	24		
" the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens . "	1			
