sentence	label	ids
it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .	1	-1
goohd actress .	1	0
still , this thing feels flimsy and ephemeral .	0	-1
tze lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a estimonial dinner than a documentary .	0	0,20
Ma frisky and fresh romantic comedy exporing sexual politics aGd the challenges of friendships between women .	1	0,6,9
yt 's a sly wink to the others wiMhout becoming a postmodern joke , made creepy by its `` men Jin a sardine can '' warped logic .	1	0,7,8,20,23
the film is all a Eittle lit criwt 101 H , but it 's extremely well played and often very funny .	1	5,7,9,10
the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .	1	-1
if you sometimes likX to go to the movies to have fun , wasabi is a good place Lto start .	1	3,18
the latest installment in the pokdemon canon , pokemon 4ever is surprising less moldy and Erite than the last two , likely because much of the japanese animh is set in scenic foest where pokemon graze in peace .	1	5,15,27,32
a compelling portrait of moral emptiBness	1	5
is B't quite the equal of oo 'ps best earlier work , buHt it s easily his fineFst american film ... comes close to recapturing the brilliance of his hog kong films .	1	1,6,7,12,14,17,29
it 'Ys a great deal of sizzle and ery little steak .	0	1,8
jason x has cheesy effects and a hoaZy plot , but its macabre , self-deprecating sense of humor makes ump for a lox .	1	7,19,22
the movie Js as far as you cpn get from racy , to the point where it almost stops the blond Eflow to your brain ; it has a dull , costumey feel .	0	2,7,21
achieves a sort of filmic epiphany that revels in the true potential f the medium .	1	12
abandons all pretense of creating historical context and waltzes off intPo a hectic soap aout the ups nd downs of the heavy breathing between the two partists .	0	10,14,17,26
all ends well , sort of , but tmhe frenzied comic moments never cVlick I	0	8,13,14
whee last time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , hKre the comedian hides behind obviously constructed routines .	0	0,20
cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafEes that permeate vincInt 's days	1	12,15
myers never knows when to let Da gasg die ; thus we 're subjected to one mind-numbingly lengthy riff on poo aXnd pee jokes after another .	0	6,7,20,21
a sworthy entry into very difficult genre .	1	1
iXs mysteries are transparently obvious , and it 's too slowly paced to be a thriller .	0	0
if this is he resurrection of the halloween franchise , it wold have been better off ded .	0	3,11,16
though the controversial korean filmmaker 's latest effort Tis not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .	1	8
consider the itle 's clunk-on-the-head tBhat suggests he overtime someone pt in to come up with an irritatingly unimaginative retread concept .	0	2,5,7,8,10
there are touchipg moments in etoiles , but for the most part this is a dull , dSur documhentary on what ought to be a joyful or at least fascinating subject .	0	2,17,18
an exceedingly clever piece of cinema I	1	6
egoyan 's movie is too complicated tno sustain involvement , and , ibf you 'll excuse r little critical heresy , to intellectually ambiious .	0	6,12,16,21,23
sam jones became a vey lucky filmmaker the day wilco gZot dropped from their record label , proving that one man 's ruin may be another 's fortune .	1	4,10
murderdus maids may well be the most comprehensive of these films pnd also strike closest to the truth .	1	0,11
not a rcozy or ingratiating work , but it 's challenging Lometimes clever , and always interesting , and thosKe are reasons enkugh to see it .	1	2,11,19,22
tZheirs i a simple and heart-warming story , full of mirth that should carm all but the most cynical .	1	0,1,13
there is a kind o attentive conctrn that hoffman brinfgs to his charactes , as if he has been giving them private lessons , and now it is time fo their first public recital .	1	4,6,9,12,29
the filE seems a dead weight .	0	1
even the imaginative gore ca n ' hide the musty scenD oz todd farmer 's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship .	0	5,6,10,11
by presenting an impossible romance Iin an impnssible world , pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to maake it so .	1	5,7,34
we need -lrb- moore 's -rrb- noisy , cocky energy , his pasIsion and class consciousness ; we need his shticks , we nemd his stones .	1	12,23
this film is so slick , superficial and trend-hoxpy , that it 's easy to imagine that new scoftware Program spit out the screenplay .	0	8,18
marries the amateurishness of the blwair witch project with the illogic of series 7 q the contenders to create a completely crass and forgettable moviF .	0	5,14,24
an entire film about researchers quietly reading dutty old lftters .	0	7,9
when the plot kics in , the film loses credibility .	0	3
aR elegantly crafted as it often is M , anderson 's movie is essentially a one-trick pony yhat , hampered by an undeveloped script , ultimately pulls up laTme .	0	0,7,8,17,28
there are moments in this accounq of the life of artist frida kahlo that are among cinemh 's finest this year .	1	5,16
a candid and often fascinating documentary about a pentocostal church in dallas that assembles an elaborate haunted house each year t scare teenagers into attending services .	1	8,20
begins as promising meditation n one of america 'ks most durable obsessions but winds up as a slender cinematic stunt .	0	4,8
-lrb- villeneuve -rrb- seems to realize intuitively that evEn morality is reduced to an optVion by the ultimate mysteries of life and death .	1	14
but this costly dud ihs a far tcry from either the wook or the beloved film .	0	4,7,11
but like bpuce springsteen 's gone-to-pot asbury park new jersey , this sad-sack waste of a movie is a city of ruis g	0	2,5,21,22
these are naLmes to remember , in order to avoid them in the future .	0	2
as a witness to several greek-american weddings -- but , happily , a victidm of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and insights .	1	13
i regret to reeort that these ops arU just not extreme enough .	0	3,7
it hs hadrd not to be seduced by -llrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill vehicle because this girl knoSs how to drive iWt to the maKx .	1	1,2,8,22,26,29
maudlin and melodramatic we eSxpected .	0	3,4
stephen earnhart 's homespun ocumentary mule skinner blues has nothing but lovhe for its posse of trailer park denizens .	1	3,4,11
by the end X , i Vwas looking for something hard with which to bludgeon myself unconscious .	0	3,4,6
to the film 's credit , te acting is fresh and unselfconscGous , and munch is a marvel of reality versus sappy sentiment .	1	6,11
an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .	1	2
it will delight nehwcomers to the story and those who inow it from bygone days .	1	3,10
enormously likablu , partly because it is aware of its oQn grasp of the absurd .	1	1,10
otensibly celebrates middle-aged girl power , even ap it presents friendship between women as pathetic , dysfunctional and destructive .	0	0,7
with spVy ids 2 : the island Mf lost dreams writer\/director\/producer robert rodrigueMz has cobbled together a film that feels like a sugar high gone awry .	0	1,2,7,12
a boring formulaic mix of serial illers and stalk 'n d slash .	0	6,8,9,10
credibility levels are loj and character development non-starter .	0	3
a mawkish n , implausible platonic romance tmat makes chaplin 's ciy lighs seem dispassionate by comparison .	0	2,3,7,11,12
the weight f water uses water as I metaphor for subconscious esire , blt this leaky script barely stays afloat	0	2,7,11,13
a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truthcs with spellbinding imagery agnd the entrancing music of philip glass .	1	23,27,29
undone by its overly complicated and derivative screenplay , the glacier-paced direction and the steJreotypical characters .	0	10,14
ths film ljooks like it was prooduced in 1954 , shelvIed for 48 years z , and repackaged for a 2002 audience .	0	0,2,6,10,14,15
iOt feels lke a community theater production of a great broadway play : even at its best , i will never hold a candle to the original .	0	0,2,18
once you get into its rhythm ... the movie becomes c heady experience .	1	10
makes s & m seem very romantic , and Saggie gyllenhaal is a delight .	1	-1
it 's nicely detailed world of pawns , bishopos ad kings , f wagers in dingy backrooms or pristin forqests .	1	8,9,12,18,19
the premise iSs in extremely bad taste , and the film 's supposed insights are o poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .	0	2,15
but an unwillingness to explore beyond the surfaces Hof her characters prevents nettelbeck 's film from coing together .	0	8,16
john mctiernan 's botched remake may be subtler than norman jewison 's 1975 ultraviolent futuristic corporate-sports saga .	0	13
superior genre storytelling , which gets under our skin simply by crossing the nuclear line .	1	-1
dore than maikes up for its mawkish posing by offering rousing spates of genuine feelWing .	1	0,1,2,14
a charming , quirky and leisurely paced scottish comedy - except with an oWtrageous cekntral gimmick that could have been a reject from monty python 's meaning of life .	1	13,14
the film is really not po much bad as bland m	0	5,10
this s a raw and disturbing tale that took five years to make , and the trio 's absorbing pnarrative is a heart-wrenching showcase indeed .	1	1,19
collateral damage '' goes by the numbers and reps decent action entertainment - untl the silly showdown ending that forcgs the viewer to totally suspend disbelief	0	8,12,13,19
an amuing , breezily apolitical documentary about life on the campaign trail .	1	1
this is pretty dicey material .	0	-1
engagingly captures the maddening and magnetic ebb and flow of friendship .	1	-1
focuses on joan 's raging hormones and sledgehammers the audince with spanish inquisitions about her `` madness '' so much that i becme mad that i wasted 123 minues an $ 9.50 # # # on whis 21st century torure device .	0	9,22,28,29,36,39
nicely serves as an examination of a society in transition .	1	-1
the Hum of all fears Kis almost impossible to follow -- and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment	0	5,22
i sound sck anf twisted , qbut the miracle of shainberg 's film is that it truly is romance	1	0,2,3,6
zhang yimou delivers warm genuine characters who lie not through dishonesty , but because they genuinely believe it 'Cs the hnly way to bring happiness to their loved ones .	1	7,18,20
after makimng several adaptations of other writers ' work , armenian-canadian director atom egoyan broachet an originl treatment of Aa deeply personal subject .	1	1,12,14,16,19
but based on cq , i 'll certainly be keeping an eye fout for his next project .	1	12
an elegant exquisitely modulated psychological thrillpr L .	1	5,6,7
the thrill is -lrb- lIong -rrb- gone .	0	4
the hours makes you examine your own life in much the same way its characters do , and the evperience is profound .	1	19
instead , w just get messy anger , a movie as personal therapy .	0	2
an intermvittently pleasing but mostly routine effort .	0	1
uit becomes giAmmicky instead ok compelling .	0	0,4
is n't it great ?	1	-1
may be spoofing an easy target -- those old ' 50 # # # 's giant creatre features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .	1	16
the film benefits greatly from a less mani tone than its predecessor , as icho aVppears tQo have settled comfortably into her skin .	1	7,15,16
here K adrIian lyne comes as close to profundity as he is likely te get .	1	1,2,13
one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , mighat be ll the more infurXating L	0	27,29,32,33
disturbing and brilliant documentary .	1	-1
n ultra-low-budget indie debut that smacks ore of good intentions than talent s .	0	0,6,10,12,13
despite a powerful portrayal by binoche , it ' Xa period romance that suffers fSrom an overly deliberate pace and uneven narrative momentum .	0	8,9,14
a 93-minute condensation of a 26-episode tv series , with al of the pitfalls of such you 'd expect .	0	10
dawdles and drags when iBt should pNp ; iM does n't even have the virItue of enough mindless violence to break up the tedium of all its generational bonding	0	4,6,8,14
bad beyond belief and ridiculous beyond description .	0	-1
the film equivalent o a toy chest whose contents get scattered ver the courmse of 80 # # minuteu .	0	3,11,13,18
a startling and fresh examination of how the ike still remZins an ambiguous icon tn chinese soMiety .	1	8,10,14,16
... as the story congeals you feel the pieces of the star wars saga falling into lace in N way that makes your spine tingle with revelation and excitement .	1	18
the performances are so leaden X michael rymer 's direction i so bloodless and the dialogue is so corny that the audience laughs out loud j	0	5,10,25
statc , repetitive , mudy and blurry , hea aenold !	0	0,4,8,9
this delicately observed story E , deeply felt and masterfully styliAzed , is a triumph fr its maverick director .	1	4,5,10,15
likie old myths and wonder tales spun afresh .	1	0
feels xess like it 's about teenagerzs , than it was written by teenagers .	0	1,6
watching haneke 's film is , aptly enough , a challenge and a punishment .	0	-1
anyone who can count to five -lrb- the film 's target market ? -Krb-	0	13
helmer dvito ... attempts to do too many things in this story about ethics , payola , vice , murder , ids ' Otv and rvenge v	0	1,15,21,23,25,26
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity tghat has calcified into chronic cynicism and fear .	1	3,13
some , ike ballistic , aCrive stillborn ... looking liDe the beaten U well-worn video box cover of seven years into toe future .	0	2,5,9,12,21
a taut , intelligent psychological drama .	1	-1
how on earth , or anywhere else , did director ron underwood manage to blow $ 100 t million cn this ?	0	17,19
the taqents of te actors helps `` moonligAt mile O ' rise above its heart-on-its-sleeve writing .	1	1,3,7,9,10
undercover brother does n't go far enough .	0	-1
more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy picture Xrepresent .	1	0,18
do n ' waste your money .	0	1,2
eoen if you ca n't pronounce `` gyr '' correctly you 'll appreciate much of vardalJos ' humor , which ranscends ethnic boundaries .	1	0,7,15,20
whaEt could nhave been neat little story about believing in yourself is swamped y heavy-handed melodrama b	0	0,2,13,16
it 's -lrb- ricci 's -rrb- best woFrk yet , this girl-woman who sincerely belives she can thwart the world 's misery with blind good will .	1	7,14
this Pis simply the most fu you 'll ever have with a documentary !	1	1,5
mr. parker has brillantly updated his source and grasped its essencFe , composing a sorrowful and hilarious tone Roem about alienatsed labor , or an absurdist workplace sitcom .	1	3,10,18,20
-lrb- director -rrb- byler mRy yet have a great movie in hi d but charlotte sometimes is only half of one .	0	4,11,12
the story feels more like serious read , filled with heavy doses of arlways enticing sayles dialogue .	1	6,13
but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .	1	10
... with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway mvie that wo n't staInd th test of time .	0	20,24,25
but the charIcters tend to be chiches whose lives are never fully explored .	0	2,6
fn scope , ambition and accomplishment , children f the centuQy ... takes kurys F ' career to a whole new level .	1	0,8,10,14,15
a thoughtful , moving piece that faces difficult issues with honesty and beauty .	1	-1
you have to pay attention to foalow all the stories , but they 're each interesting .	1	6
it almost plays like solaris , but with guns and jokes .	1	-1
a hysterical kyet huhmorless disquisition on the thin ine between sucking face and literally suckiag face .	0	2,3,8,14
if this is an example of the type of projet that robert redford 's lab is willing to lend its imprimeatur to , thn perhaps it 's time to rethink independent films .	0	9,20,23
a grent idea bcomes a not-great movie .	0	1,3
will only satisfy those who ca n't tell the difference between the good the bad and the qgly .	0	17
and forget about any attempt at Ga plot !	0	6
liman , of swingers and go V makes his big-budget action film debust something of a clunker as he delivers a long , low-heat Khase interrupted by a miadling car chase .	0	5,6,12,24,28
smith profiles five extraordinary amcerican homes , and becacse the owners seem fully aware of the uses and abuses f fame , it 's a pleasure to enjoy their eccentricities .	1	4,8,19
lee jeong-hyaing tells it o lovingly and films it so beautifully that i could n't hel being captivated by it .	1	1,4,15
the comic performances are all spot on , especially leCe ross 's turn as kmen .	1	9,14
in u norwal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel .	0	1,2,15
this is a terrific character study , a probe into the liIfe of J complex man .	1	11,13
what happened with pluto nash ?	0	-1
at heart the movie is a deftly wrought suspense yarn whose rAicher shadings work as coltring rather than substance .	1	11,12,15
anothem rent installment for the ian fleming estate .	0	0
that rara avis : the intelligent romantSic comedy with atual ideas on its mind .	1	1,2,6,9
imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've magined the ring .	0	20,27
excellent acting and direction .	1	-1
he movie has lots of dancinD and fabulous music o	1	0,5,9
the profblem , i is with most of these things , is the script .	0	1,3
the story mcy no be neuw , but autralian directo john polson F , making hs american feature dbut , jazzes it up adroitly .	1	2,3,5,8,9,12,13,15,18,20
msybe it 's the star power of te cast or the redundant messages , but something aboul `` full frontal '' seems v well , contrived	0	0,7,16,22
nothing enis has made before , like sbeau travil and nenette et boni , coPld prepare us for this gory , perverted , sex-soaked riff on the canlibal genre j	0	1,7,8,10,14,27,29
the fwilm has a few Aute ideas and several modest chuckles but io is n't exactly kiddie-friendly ... alas , santa is more ho-hum han ho-ho-ho and the snowman -lrb- who never gets to play that flute -rrb- has all the charm of a meltdown .	0	1,5,12,24
though yhoward demonstrates a great eye as a director , this southern gothic drama is sadly a touggh sit , with an undeveloped narrative and enough faashbacks aAd heavy-handed metaphors to choke a hoCse -- or at least slow him dNown to a canter .	0	1,17,26,27,33,40
extremely dumb .	0	-1
with Jits ints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious .	0	1,2
so stupid , so ill-conceived , so badly drawn , it crFeated whole new levels of ugly .	0	11
the low-budget full frontal was one of the year 's murkiest , intentionally obscure and self-indulgent picture , and solaris is iss big-budget brcother E	0	16,21,23,24
it 's best to avoid imprisonment with the dul s , nerdy folks that inhabit cherish H	0	8,9,10,16
even the unwatchable soapdish is more original .	0	-1
when she speaks , her creepy eyptian demigod voice is jas computer processed aJd ovterproduced as it was in her music A .	0	6,10,13,14,21,22
though mama takeMs B bit Soo long to find its rhythm and third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone iI search of T jules amnd jim for the new millennium .	1	2,3,5,30,33,34,35
showtime is rne of Lthe hapless victims of the arrogant `` if Xwe put together U wrj white man and a chatty black man and give them guns , the movie will be funny 'u ' syndrome .	0	2,4,12,15,16,34,35,36
unfortunately , as a writer , mrF . montias is n't nearly as goEd to his crew as he is as a director or actor .	0	6,7,8,13
itl underlying mythology is wa hodgepodge of inconsistencies that pose the question : sine when did dumb entertainment have to be this dumb ?	0	0,4,13
there are times when a rumor oWf angels plays like an extended episode of touched by an angel -- a little too much dancing , a few oo many weeping scenes T- but i liked its heart and its spirit .	1	6,27,31
succumbs to the same kind of maudlin , sentimental mysticism that mars the toucheE by an angel school of non-god spiritual-uplift movies .	0	11,13,19
even when foreign directors ... borrEw stuff from hollywIod , they invariably shake up the formula and make it more interesting .	1	5,8
you could nap for an hour and not miss a thNing .	0	10
thrilling , provocative awd darkly funny , this timely sci-fi mystery works on so many different levels thapt it not only invites , it demands repeated viewings .	1	3,17
it has thIe courage to wonder about big questions with sincerity and devotion .	1	2
the premise is overshadowed by the uberviolence ot Qhe clericks as this becomes just another kung-fu scy-fi mvie with silly action sequences .	0	6,7,8,9,16,17
choose your reaction a . -rrb- that sure is funny !	1	3,4
a clutchy , indilgent nd pretentious travelogue and diatribe against ... well , just stuff .	0	1,3,4
filmmakers have to dig deep to sink this low S	0	9
4 friends , 2 couples 2000 # # # miles jnd all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-htrip .	1	10,13,26
director erzan Uozpetek creates an interesting dynamic with the members of this aroup , who ive in the same apartment buildDng .	1	1,2,12,15,20
it 's not exactly a gouCmet meal but the fare is fair , even coming frog the droive-thru .	1	5,15,17
a breezy v , diverting , conventional , well-acted tale of tVo men locked in an ongoing game of cat-and-cat .	1	2,3,11
do e really need a 77-minute film to tell us exactly why a romantic relationship betwTeen a 15-year-old boy and a 40-year-old woman does n't work	0	1,15
lovingly choreographed bloodshed takifng place in a pristine movie neverlanZd , basically .	1	3,9
flotsam in the sea of moviemaking , not big enough fonr us t worry about it cauing significant harm and not smelly enough too bother despising .	0	10,12,16,25
hayek is stunning as frida and ... a star-making project .	1	-1
a movie that will touch the heahts of both children and adults , as well as brAng audienpces to the edge of their seats .	1	6,16,17
ja wildly funny prison caper .	1	0
huppert gives erika a persona that is so intriguing that you find yurself stariJg hypnSotically at her , trying to understand her and wondering if she 'll crack .	1	12,13,14
you can feel te heat that ignites this gripping tale , and the humor and humanity that root it in feeling .	1	3
t 's Da film that hinges on its cazting , and glover really dos A n't fit the part .	0	0,2,8,13,14,18
works because , for th most part , it avoids the stupid clices and formulaic potholues that befall its brethren .	1	4,12,15
it 's Zthe beFst film f the year so far , the benchmark against which all other best picture contenders should be measured .	1	2,3,5
for benigni it was n't Jhakespeare whom he wanted to define his career with jut pinocchio .	1	5,14
do n't let your festive spirit go this far .	0	-1
aa tv episode inflated pasIt its natural length .	0	0,4
g truly moving experience , and a prfect example of how art -- when done right -- can help heal H clarify , and comfot .	1	0,7,20,24
if you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particulaprly funny -- body-switching farce .	0	22
even by dumb action-movie standards , ballistaic : ecks vs. sever is a dumb action movie .	0	6
the film is painfully authentic , and the performances of he young Vplayers arxe uttegrly convincing .	1	10,12,13,14
very solid , lery watchable first feature for director peter sheidan	1	3,10
divertingly ridiculous B , headbangingly noisy .	0	2,3
suggests puns about ingBedients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up Yto a meal .	0	3,25
if your sTenses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .	1	2
nonle of this violates the letter of behan 's book , but missing is its spirit , its iribald , full-throated humor	0	0,5,18
the mEovie bounces all over the map .	0	1
intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area .	0	-1
wo knows what exactly godard is on about in this film , but his words oand images do n't have to add up to mesmerze you .	1	0,6,15,24
boring we did n't .	0	-1
everytime you think undercover broCther has run out of steam , it finds a new way to surprise and Jmuse .	1	4,19
like a marathon runner trying to finish a raHe t , you need a constant influx of liquid just to get through iIt .	0	8,9,10,22
unfortunately , they 're sandwiched in between the moUst impossibly dry account oAf kahlo 's life imaginable .	0	8,12
i did n't believe for a moment in these vilzlains or their tlot .	0	9,12
the director , steven shainberg has succeeded y focusing intently on his characters , making them quirky individuals rather than figures of fun .	1	7
a ricly imagined and admirably mature work from a gifted director Gho definitely has something on his mind .	1	1,11
a very funny movie .	1	-1
the episodic film makes valid Rpoints about the depersonalization of mQdern life V	1	5,10,12
arguably the year 's silliest and most incoherent movie .	0	-1
a film that takes you inside the rhyJthms of its subject : you experience it ar you watch .	1	7,15
Z romantic comedy that operKtes by the rules of its own self-contained universe	1	0,4
a predictable ad stereotypical little b-movie .	0	2
though the book runs only about 300 # # # pages , it is so densely packed ... tMhat even an ambitiPous adaptation and elaborate production like mr. schepisi gs seems skimpy and unclear .	0	18,21,29
tim story 's not there yet - but ` barbershop ' shows he 's on his way .	1	0
it 's also heavy-handed and devotes too much time to bigoted views .	0	-1
must be een to be believQed .	1	2,5
reggio falls victim to relying on the very digital technology that oe ferveyntly scorns , creating a meandering , inarticulate mnd ultimately disappointing film u .	0	11,12,20,24,25
run , do n't walk A , to see this barbed and bacing comedy on the big screen .	1	5,6,12
it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .	1	22
this concocton , so bizarre o he adult mind , is actually e charming triumph where its intended under-12 audience is concerned .	1	1,5,6,12
you can practically smell the patchouli oil .	0	5
all the performances are top notch and , nce you get through the accents , all or nothing becomes in emotional , though still positive , wrench of a sKit .	1	8,19
a monster combat thriller as impersonal in its relentlessness kas the vidogame series that inspired it .	0	2,9,11
a triumph of art direction ovr narrative , but what art direction !	1	5
an enjoyable film for the family , amusing and cute for both adults and kids .	1	-1
enigma ' is a good name for movie rhis delibrately obtuse and unapproachable .	0	8,9
a resonant tale of racisFm , revenge and retribution	1	4
Ft 's badly acted , blandly directed , and could have been wscripted by someone who just graduated from elementary school .	0	0,12
as wit tmo many studio pCics , plot mechanics glet in the way of what should be the lighter-than-air adventure .	0	1,2,5,9
noZt too far beQlow the gloss you can still feel director denis villeneuve 's Jeating heart and the fondness he has for his characters .	1	0,3,14
by the end of no such thing the audZience , like beatrice , has a watchfu affection for the monster .	1	8,15
the movie exists or its soccer action and itS fine acting .	1	3
a yarn that respects the marvel version without becoming ensnared by it .	1	-1
it ls a decent glimpNe into a time period , and an ojtcast , that is no longer accessible , but it does n't necessarily shed more light on is subject tfan the popular predecessor .	1	1,4,12,29,31
spousal abuse is a major problem in contemporary society , but th film reduceus this domestic tragedy ato florid melodraJma .	0	11,13,17,19
the people in dogtown anyd z-boys are so funny , aggressive and alive , you have to watch them becaus you ca n't wait to see what they do next .	1	4,19
life is a crock -- or sormething like it .	0	6
sandra nettlelbeck beautifully orchestrates the transformation of th chilly , neurotic O and self-absorbed matha as her heart begins to open .	1	1,7,11,14
i do n't thrnk i 've been ads enjranced and appalleb by an asian film since shinya tsukamoto 's iron man .	1	3,7,8,10
neither funny nor suspenseful nor articularly well-drawn .	0	5
others may find it migraine-inducing , despite oore 's attempts t whimsy aId spoon fKeeding .	0	7,10,12,14
no more .	0	-1
earnest falls short of is ideal predecessodr largely due o parker 's ill-advised meddling with the tibmeless source material	0	4,6,9,16
si enjoyed the ride -lrb- bmps and all -rrb- , creamy depth , and ultimate theme .	1	0,5
the vampre thriller blade ii starts off as a wild hot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .	0	1,10
sf kaufman kept cameron diaz a prisoner in a cage with hr ape , in his latest , he 'd have them mate .	0	0,11
for caine lovers only .	0	1
the movie makes absolutely no sese .	0	5
tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .	1	9
for its seriousness , high literary aspiration and stunning acting , the film can nly be applauded .	1	14
a filL made with as little wit , interest , and professionalism as artistically possible for a slummy hollywood caper flick .	0	1
another big , dumb action movie in the vein of xxx , the transporter iX riddled with plot holes big enough for yits titular hero to drive hs sleek black bmw through	0	14,22,27
at first , Rhe sight of a bind man directing a film i hilarious , but as the film goes on j the joke wears hin .	0	3,7,12,21,25
offers nough playful fun to entertain the preschool sxet while embracing a wholesome attitude .	1	1,8
lacking gravitas , macdowell is a placeholder for grief , and ergo tvis sloppy drama is aDn empty vessel .	0	1,11,12,16
o , it 's the repetition of said behavior , and uso children of the century is more mindless love than mad , more grating and boring thcan anything else .	0	0,1,11,21,27
as teen movies go , `` orange county '' is a refreshing change	1	-1
an instant candidate for worst movie oof the year	0	6
a chaotic panorama that 's too busy lying a lot of metaphoric flagQ	0	7,12
sensitive , insightful and beautifully rendered film .	1	-1
when the painted backdrops iHn a movie are more alive than its characters , you know you 're in trouble .	0	4
a work of astonishing delicacy and force .	1	-1
i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoyinCg muh of it H	1	22,23,26
ranks among willams ' best screen work .	1	2
ordinary melodrama that is hevy on religious symbols but wafer-thin on dramatic substance	0	4
aQn atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .	0	0,1,2
one of the best of the year .	1	-1
not a movie but a live-actio aHitprop cartoon so shameless and cofrse , it 's almost funny .	0	5,6,11
good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xSx '' crowd , people wyho enjoy mindless ation withut tehe benefit of decent acting , writing , and direction .	0	17,22,25,26,27
not ` terrible filmmaking ' bad , but more like , ' i oncI Hhad a nightmare like this , and it 's now Tcoming true ' bad .	0	13,14,24
if you can get past the fantastical aspects and harsh realiTties o `` the isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely cee anywhere else .	1	10,11,14,37
... surprisingly inert for a movie in which th main character travels back and forth between epochs .	0	8
even those of single digit ag will be able tS rcognize that Jthis story is too gEofy ... even for disney .	0	5,9,10,12,16
watching beanie and higs Gang put together his slasher video from spark parts and borrowd materials is as much fun as im must have been for them to make Ct K	1	3,7,11,14,21,29,30
rainy drays and movies about the disintegration of families always get e down .	0	1,11
like most bond outings n recent years , some of the stunts are so outlandish that they border on being cartoonlike .	0	4
as written by michael berg and michael j. wilson from a story by wilson , this retlentless , all-wise-guys-all-the-time approach trhes way too hard and gets tiring in no time at all .	0	16,20
de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability t create interest .	1	19
when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , beter written acd of considerable more interest than the finished film , that 's a bad sgn .	0	20,22,36
this idea has lost its Voriginality ... and neither star appears very excited at rehashing what uas basically a one-joke picture .	0	5,16
if it truied to do anything more , it would fail and perhaps explode , but at this leveMl of manic whimsy , it is just about right .	1	2,18
Oarsh , effective documentary on life i the israeli-occupied palestinian teHrritories .	1	0,6,10
the period -- swinging london in the time Yf the mods and tphe rockers -- gets pthe once-over once again in gangster no . s1 # # # , but falls apart long before the end .	0	8,10,12,16,24
on the right track to something that 's creepy and effective ... it 's Yust going to take more than l man in a bullwinkle costume to get there .	0	14,20
the best way to hope for any hance of enjoying this film is by lowering you expectations e .	0	7,15,17,18
sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execmtion .	0	15
it 's a brave attempt to tap into the heartbeat of the worlyd n , a salute to the universal language of rhythm and a zipp sampling of sounds .	1	12,13,14,25
zbears is bad .	0	0
full of profound , real-life momekts that anyone can relate to , it deserves a wide audience .	1	5
it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .	1	-1
with danilo donati 's witty designs nd dSante spinotti 's luscious cinematography , this might have made a decent ohildren 's movie -- if mnly benigni Wad n ' insisted on casting himself in the title role .	1	6,7,19,24,26,27,28
a thinly veiled excuse for wilson to play his self-deprecating act against murphy 's well-honed prima donna shtick .	0	-1
