sentence-with-flaw_tokens	label	flaw_ids		
" everything that has to do with yvan and charlote , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true . "	1	9		
" as tweedy talks about canning his stockbroker and repairing his pool , you yean for a few airborne tv sets or nude groupies on the nod to liven tings up . "	0	"14,29"		
" static , repetitive , muddy and blurry , hey arnold ! "	0			
an excellent romp that boasts both a hear and a mnd .	1	"7,10"		
the film is often filled with a sense of pure wonerment and excitement not often seen in today 's cinema du sarcasm	1	10		
" a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentioal . "	1	20		
" despite its flaws , secretary stays in your head and makes you question your own firmly held positions . "	1			
a blesed gift to fim geeks and historians .	0	"1,4"		
what could have been a neat little story about believing in yourself is swamped by hevy-handed melodrama .	1	15		
frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 'e ever seen .	0	16		
" a long-winded , predictable scenario . "	1			
this is pretty dicey material .	1			
" oft-described as the antidote to american pie-type sex cmedies , it actually has a bundle in comon with them , as the film diffuses every opportunity for a breakthrough "	1	"9,17"		
it is interesting and fun to se goodall and her chimpanzees on the biger-than-life screen .	1	"6,13"		
must be seen to be believed .	1			
" far from perfect , but its hear is in the right place ... inncent and well-meaning . "	0	"7,14"		
" a turgid little history lesson , humourless and dull . "	0			
" it 's not exactl a gourmet meal but the fare is fair , even coming from the drive-thru . "	1	4		
a oody horror\/thriller elvated by deft staging and the director 's well-known narrative gamesmanship .	1	"1,3"		
like mike does n't win any point for originality .	0	6		
mckay deflates his piece of puffery with a sou cliche and heavy doses of mean-spiritedness	1	8		
any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .	0			
an utterly complling ` who wrote it ' in which the reputatio of the most famous author who eve lived comes into question .	1	"2,11,18"		
" flavorful and romntic , you could call this how martha ot her groove back -- asuming , that is , she ever had one to begin with . "	1	"3,11,16"		
the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized .	0			
" lok , this is a terrific flick replete with dazzling camerawork , dancing and music . "	1	"1,11"		
tuck everlasting achieves a delicte baance of romantic innocence and philosophical depth .	1	"4,5"		
" even if britny spears is really cut , her movie is really bad . "	1	"3,7"		
" just because it relly happened to you , honey , does n' mean that it 's interesting to anyone else . "	0	"4,12"		
" a distant , even sterile , yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane . "	0			
message movie or an action-packed submaine spectacular ?	0	5		
no reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself ither .	0	20		
" gangs of nw york is an unapologeic mess , whose only saving grace is that it ends by blowing just about everything up . "	1	"3,7"		
" an offbeat , sometimes gross and surprisingly appealing animated film about the tue meaning of the holidays . "	0	13		
" another big , dub action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through . "	1	4		
obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !	1			
she must have a very strong back .	1			
a sports movie with actin that 's exciting on the field and a story you care about off it .	1	4		
" this warm and gentl romantic comedy has enoug interesting characters to fill several movies , and its ample charms should wi over the most hard-hearted cynics . "	1	"4,8,21"		
" not so much funny as aggressively sitcom-cute , it 's full of throwaway one-lners , not-quite jokes , and a determied tv amiability that llen personifies . "	0	"14,21,25"		
" eve if you ca n't pronounce `` gro `` correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries . "	0	"1,8"		
" this limp gender-bender-baller from a first-time directo and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laug . "	1	"7,25"		
cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this flm alone -- i 'm not oe of them .	1	"28,34"		
... the sum of the parts equals largely a confused mediocrity .	0			
" even with all those rogh edges safely sanded down , the american insomnia is still pretty darned good . "	1	5		
" some , like ballistic , arrive stillborn ... looking lke the beaten , well-worn video box cover of seven years into the future . "	0	10		
" while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alon in that . "	0	20		
" when she speak , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music . "	0	3		
" unfortunately , the picture filed to capture me . "	0	5		
" a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know . "	1			
" it 's rather ike a lifetime special -- pleasant , sweet and forgettable . "	0	4		
a wildly funny prison caper .	0			
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .	0			
" for anyone who grew up on disney 's 1950 # # # treasure iland , or remembers the 1934 victor fleming lassic , this one feels lke an impostor . "	0	"14,22,27"		
" a soggy , shapeess mess .. just a dumb excuse for a waterlogged quivalent of a haunted-house movie . "	0	"4,6,14"		
it 's never a god sign when a film 's star spends the entirety of the film in a cma .	0	"4,19"		
b . -rrb- that sure is pathetic !	1			
those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now ake an 85-minute brush-up course with the documentary derrida .	0	17		
a ma of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .	1	1		
on groan-inducing familiarity begets another .	0	0		
gloriously goofy -lrb- and gory -rrb- midnight movie stuff .	0			
" rather , you 'll have to wrestle disbelief to the groud and then apply the chloroform-soaked handkerchief . "	0	11		
" instead , we just get messy anger , a movie as personal therapy . "	0			
" everyone connected to this moie seems to be prt of an insider clique , which tends to breed formulaic films rather than fresh ones . "	1	"5,9"		
the story and characters are nowhere near gripping enough .	1			
a thoughtful look at a painful ncident that made headlines in 1995 .	1	6		
can see where this dumbed-down concoction is going .	0			
cliches are as thick as the cigarette smoke .	0			
" smith 's point is simple and obvious -- people 's homes are extensios of themselves , and particularly eccentric people have particularly ecentric living spaces -- but his subjects are charmers . "	1	"13,23"		
hoppy editing and too many repetitive scenes spoil what could have been an important documentary about tand-up comedy .	1	"0,16"		
" at times , however , dogtown and z-boys lapse into an insidr 's ingo and mindset that the uninitiated may find hard to ollow , or are about . "	0	"9,12,14,24,27"		
those outside show business will enjoy a close look at people they do n't really wat to know .	1	15		
" sluggihly directed by episodic tv veteran joe zick , it 's a sitcom wihout the snap-crackle . "	0	"1,8,14"		
# NAME ?	1			
does n't amount to much of anything .	0			
" oedekerk wrote patch aams , for which he should not be forgiven . "	1	4		
" a slick , skillful lttle horror film . "	1	5		
an idealisti love story that brings out the latent 15-year-old romantic in everyone .	0	1		
" it does n't do the original any particular dishonor , but neither does it exude any charm or personality . "	1			
" if it tried to do anything more , it would fail and erhaps expode , but at this level of manic whimsy , it is just about riht . "	0	"13,14,28"		
just a bloody mess .	0			
bubba ho-tep is a wonderful fil with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .	1	5		
a minor icture with a major identity criss -- it 's srt of true and it 's sort of bogus and it 's ho-hum all the way through .	0	"2,7,11"		
" ... a cute and sometimes side-splittingly funny lend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role . "	0	8		
-lrb- u -rrb- nrelentingly stupid .	0			
the flm is like a series of beginnings and middles that never take off .	1	1		
" while not as aggressively ipressive as its american counterpart , `` in the bedroom , `` moretti 's film makes its own , quieter observations "	1	5		
jolie 's performance vanishes omewhere between her hair and her lips .	1	4		
" the makers have forsaken the entertaiing elements of the original and , instead , rehash old jokes and leave any life at the doorstep . "	1	6		
" helmer devito ... attempts to do too mny things in this story about etics , payola , vice , murder , kids ' tv and revenge . "	0	"8,14"		
fear dot com is so rambling and disconnected it never builds any suspense .	0			
all the necessary exposition prevents the picture from rising above your generic sand 'n ' sandal adventure .	1			
" ilarious , touching and wonderfully dyspeptc . "	0	"1,6"		
abandons all retense of creating historical context and waltzes off into a ectic soap about the ups and downs of the heavy breathing between the two artists .	1	"2,12"		
" -lrb- gai -rrb- comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form . "	1			
" novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-buget approach . "	1	24		
" truth to tll , if you 've seen more than hal-a-dozen horror films , there 's nothing here you have n't seen before . "	0	"3,11"		
marries the amaterishness of the lair witch project with the illogc of seris 7 : the contenders to create a completely crass and forgettable movie .	1	"2,5,10,12"		
" de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whos bittersweet themes are reinforced and brilliantly personified by michel piccoli . "	1	19		
" -lrb- director peter -rrb- jackson and his crw have so steeped themselves in the majesty of tlkien 's writing that every frame produces new oys , whether you re a fan of the books or not . "	0	"8,17,25,29"		
a sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearin people kvetch about .	1	20		
a fast-moving and remarkble film that appears estined to become a landmark in japanse animation .	1	"3,7,13"		
it 's a movie forged in the fires of chick flick hell .	1			
mocking them now is an exercise in pintlessness .	1	7		
... an inviting piece of film .	1			
" although it bngs a very clched drum at time , this crowd-pleaser 's freh dialogue , energetic music , and good-natured spunk are often infectious . "	0	"3,6,9,14"		
" it 's getting harder and harde to ignor the fact that hollywood is n't laughing with us , folks . "	0	"6,8"		
" there 's not much more to this adaptation of the nick hornby nvel than charm -- effortless , pleasurable , featherweight charm . "	0	13		
" chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of preteniously awful student films strung ogether into on feature-length horror . "	0	"18,23,25"		
" an impossible romance , but we root for the patronized iranian lad . "	1			
" even as lame horror flicks go , this is lame . "	1			
it 's one of the most honest films ever made about hollywood .	0			
a masterpiece four years in the making .	1			
" the level of aturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter . "	1	4		
" what you get with empire is a moie you 've seen any times before , repackged as new material because there is a latino in the lead . "	1	"8,12,16"		
" this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating onflict have their say away from watchful parental eyes , gves peac yet another chance . "	1	"16,26,27"		
" one of those movie where you walk out of the theate not feling cheated exactly , but feeling padered to , which , in the end , might be all the more infuriating . "	1	"4,11,13,19"		
john mctiernan 's botched remake ma be sutler than norman jewison 's 1975 ultaviolent futuristic corporate-sports aga .	1	"5,7,13,16"		
" too silly to be fightening , too stolid to be fnny , it projects the same lazy affability as its nominal star , david arquette . "	0	"5,11"		
" sensitive , insightful and beautifully rendered film . "	0			
... a roller-coaster ride of a movie	0			
kinnear gives a tremendous performance .	1			
le jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captvated by it .	0	"0,17"		
the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-f movie with silly actin sequences .	1	"16,20"		
how did it ever get made ?	0			
" is n' quite the equal of woo 's bes earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films . "	1	"2,9"		
" a woozy , roiserous , exhausting mess , and the off-beat castig of its two leads turns out to be as ill-starred as you might expect . "	1	"4,12"		
a solidly seaworthy chiller .	0			
but some unexpected zigs and zags help .	1			
-lrb- villeneuve -rrb- seems to realize intuitively that even morality is reduced to an option by the ltimate mysteries of life and death .	0	17		
" what you woud ed up with if you took orwell , bradbury , kaka , george lucas and the wachowski brothes and threw them into a blender . "	0	"3,4,14,21"		
" dialoge-heavy and too crebral for its own good -- or , at any rate , too cerebral for its racy subject matter . "	0	"1,4"		
nair does apture the complexity of a big family and its trials and tribulations ...	1	2		
" a thoughtful , provocative , insistently humanizing film . "	0			
" needless to say , the dramatics that fllow are utter hooey . "	0	8		
" myers never knws when to let a gag die ; thu , we 're subjected to one mind-numbingly lenghy riff on poo and pee jokes after another . "	0	"3,11,19"		
" an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservaive protagonist is always the last ne living . "	0	"15,21"		
" so routine , familiar and predictable , it raises the possibility that it wroe itself as a newly automatd final draft computer program . "	0	"14,19"		
" too bd , but thanks to some lovely comedic momnts and several fine performances , it 's not a tota loss . "	0	"2,10,20"		
the best way to hope for any chance of enjoying this film is by lowering your expectations .	1			
" for the firs two-thirds of this sparklingly inventive and artful , always ast and furious tale , kids will go happily along for the ride . "	0	"3,13"		
" george , hire a real director and good writers for the next istallment , please . "	0	13		
the film makes a strong case for the importance of the musicians in creating the motown sound .	0			
" none of this violates the letter of behan 's book , but missing is its spirit , its ribld , full-throated humor . "	0	19		
" intended to be a comedy about relationships , this wretched work falls lat in just about every conceivable area . "	1	13		
" stll , this thing feels flimsy and ephemeral . "	0	1		
" to the film 's credit , the acting is fresh and unelfconscious , and munch is a marvel of reality versus sappy sntiment . "	1	"12,23"		
it never fails to engage us .	0			
" maybe it 's asking too much , but if a move is truly going to inspire me , i want a litle more than this . "	1	"11,22"		
" reggio 's trippy , ambitius downer can aso sometimes come across like nothing more than a glorified nike ad . "	0	"5,8"		
" works because , for the most part , it avoids the stupid ciches and formulaic potholes that befal its brethre . "	0	"13,18,20"		
" the film hinges on its performances , and both leads are up to the task . "	1			
the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .	1			
it becomes gimmicky instead of compelling .	0			
" while it wuld be easy to give crush the new itle of two weddings and a funeral , it 's a far more thoughful film than any slice of hugh grant whimsy . "	1	"3,11,24"		
an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees liing in u.s. rlocation camps to keep their hopes alive in 1975 .	1	"12,15"		
" as lo-fi as the special effects are , the flks who cobbled nemesis together indulge the foce of humanity over hardware in a way that george lucas has long forgotten . "	0	"10,17"		
the actors are forced to grapple with azy motivations that never coe into focus .	0	"7,11"		
" the powers team has fashioned a comedy with more laughs than man , no question . "	1	12		
there 's a vastness iplied in metropolis that is just breathtaking .	1	4		
this is carin 's debut fature but his script and direction hums with a confidence that man spend entire careers trying to reach .	1	"2,5,16"		
it wo nt be long before you 'll sy i spy at a video store nea you .	1	"2,8,15"		
" -rb- drumline -rrb- is entertaining for what it does , and admirale for what it does n't do . "	1	"1,12"		
japan 's prmier stylist of sex and blood hits auiences with what may be his most demented film to date .	1	"2,9"		
" in a normal creen process , these bromides wold be barely enough to sustain an iterstitial program on the discovery channe . "	1	"4,9,16,21"		
" the year 's happiest surprise , a movie that deals with a real subject in an always surprising way . "	0			
these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .	1			
" you can feel the heat that ignites this gripping tale , and the humor and humanity that rot it in feeling . "	0	18		
as a randy film about exy people in gorgeous places being pushed and pulled -lrb- literally and figuratively -rrb- by desire ... -lrb- sex and lucía -rrb- makes for an arousing good ime .	0	"5,32"		
ordinary melodrama that is hevy on religious symbols but wafer-thin on dramatic substance	1	4		
" scene-by-scene , things happen , but you 'd be hard-pressed to say what or why . "	0			
what parents will suspect is that they 'r watching a 76-minute commercial .	1	7		
" it 's a minor comedy that tries to balance sweetess with coarsenes , while it aints a sad icture of the sinles scene . "	1	"10,12,16,19,22"		
this bold and lyrical first feature from raja amari expands the pat otion that middle-aged women just wan na have fun into a rousing treatise of sensual empowerment .	1	12		
the story loses its bite in a last-minute happy ending that 's ven less plausible than the rst of the picure .	0	"12,17,20"		
" a thoughtul , moving piece that aces difficult issues with honesty and beauty . "	0	"2,7"		
while mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films .. it 's lso so arring that it 's hard to get back into the boys ' story .	0	"15,18,20"		
" not for everyone , but for those with whom it will connect , it 's a nice dearture from standard moviegoing fare . "	0	18		
" if you 're not into the pokemon franchise , this fourth animated movie in fur years wo n't convert you -- or ven keep your yes open . "	0	"15,23,26"		
" for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . "	0			
" before ong , the film starts playing lke general hospital crossed with a saturday night live spoof of dog ay afternoon . "	1	"2,8,20"		
-lrb- an -rrb- hilarious romantic comedy .	0			
god elp the poor woman if attal is this insecure in ral life : his fictional yan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse .	1	"1,11,16"		
a film that is a portrait of grace in an imperfect world .	1			
" rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation . "	0			
the way coppola professes his love for movies -- both clorful pop junk and the classics that unequivocally quaify as art -- is giddily entertaining .	1	"10,18"		
" anchored by a terrific performance by abbass , atin rouge shows that the idea of women 's self-actualization knows few continental divies . "	1	"9,22"		
a richly imagined and admirably mture work from a gifted director who definitely has something on his mind .	1	5		
so what is the point ?	0			
nothing more than a mediocre trife .	1	5		
happily for mr. chin -- thugh unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human creenwriter coul have hoped to match .	1	"5,23,24"		
" a sweet-natured reconsideration of one of sn francisco 's most vitl , if least widely recognized , creative founainheads . "	1	"7,11,19"		
it 's the knd of pigeonhole-resisting romp that hollywood too rarely provides .	0	3		
... -lrb- like -rrb- channel surfing between the discovry chanel and a late-night made-for-cable action movie .	1	"8,9"		
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .	0			
nicely serves as an examnation of a society in transition .	1	4		
" this ecologically minded , wildlife friendy fim teaches ood ethics while entertaining with its unconventionally wacky but loving family "	1	"6,7,9"		
fas of nijinsky will avor every minute of co 's ork .	1	"0,4,8,10"		
would seem to have a lock on the title of ugliest movie of the year .	1			
" now trimmed by about 20 # # # minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism . "	1			
" thrillig , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings . "	0	1		
it 's ike a poem .	0	2		
" this is n't my favrite in the series , still i enjoyed it enough to recommend . "	0	5		
" daring , mesmerizing and exceedingly hard to forget . "	0			
" this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak . "	1			
.. hudlin is stuck trying to light a fire with soggy eaves .	0	"0,11"		
stephen earnhart 's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .	0			
" just ne more collection of penis , breast and flatulence gags in search of a story . "	0	2		
" an ungainly , comedy-deficient , b-movie rush job ... "	1			
engagingly captures the maddening and magnetic ebb and flow of friendship .	0			
" it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya . "	0			
could the country beas really be as bad as its trailers ?	0	3		
has a plot ull of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types that stars out lever but veers into overkill .	0	"3,18,20"		
fuller would surely have calle this gtsy and at times xhilarating movie a great yarn .	0	"4,6,10"		
" if this holiday movie is suppoed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- . "	1	6		
go see it and enjoy .	0			
" a splendid entertainmnt , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience . "	0	3		
" a bold and subversiv film that cuts across the grain of what is popular and powerful in this high-tech age , speaing its truths with spellbinding imagery and the ntrancing music of philip glass . "	0	"4,22,30"		
" the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture . "	0			
... blade ii is more enjoyable than the original .	0			
steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it .	1			
" the only thing worse than your substandard , run-of-the-mill hollywood picure is an angs-ridden attemt to be profound . "	0	"11,14,15"		
has little on its mind aside from scoring points with drag gags .	0			
" the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . "	0			
" directr ferzan ozpetek cretes an nteresting dynamic with the members of this group , who ive in the same apartment building . "	0	"1,4,6,16"		
" the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a monument to bad in all its florid variety . "	1			
like old myths and wonder tales spun afresh .	1			
a bigger holiday dwner than your end-of-year 401 # # # -lrb- k -rrb- statement .	1	3		
" its direction , its script , and weaver 's peformance as a vaguely discontented woman of substnce make for a midly entertaining 77 minutes , if that 's what you 're in the mood for . "	0	"10,17,21"		
is this progress ?	1			
raiy days and movis about the disintegration of families always gt me down .	1	"0,3,10"		
there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year .	1			
not a bad journey at all .	0			
" rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding . "	1			
sucking all the ` classic ' out of robert louis stevenson 's treasure island and fillig the void with sci-fi video game graphics and dsney-fied adolescent angst ...	1	"15,24"		
" with danilo donati 's witty designs and dante spinotti 's luscious cinematography , this might have made a decet children 's movie -- if only benigni had n't insisted on casting himself in the title role . "	1	19		
" mixes likeable personalities , inventive potography and cutting , and wall-t-wall toe-tapping musc to paint a picture of a subculture that is at once exhilrating , silly , perverse , hopeful and always fun . "	1	"6,11,13,25"		
" jason x has cheesy effects and a hoary plot , but its macabre , self-dprecating sense of humor makes up for a lot . "	1	15		
... this movie has a glossy coat of action movie excess while remaining heartless at its core .	1			
" unlike his directorial effort , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller . "	1	4		
" if melville is creativel a great whale , this film is canned tuna . "	0	4		
" while this film is not in the least surrising , it is stil ultimately very satisfying . "	0	"9,13"		
" ray liotta and jason patric do some of their bst work in their underwritten roles , but do n't be fooled : nobody deserves any prizes here . "	1	10		
" the lack of pace kills it , although , in a movie about cancr , this might be pt . "	1	"14,19"		
" occasioally funny , always very colorful and enjoyably verblown in the traditional almodóvar style . "	1	"1,9"		
an unbelievably fun film just a leading man away from perfection .	1			
a deviant topical comedy which is funny from start to finis .	1	10		
" a whole lt foul , freaky and funny . "	0	3		
" the character is too forced and overwritten to be funny or believable much of the tim , and cayburgh does n't always improve the over-the-top mix . "	1	"16,19"		
there are just enugh twists in the tale to make it far more satisfying than almost any horror fil in recent memory .	0	"3,18"		
" if you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particulaly funny -- body-swithing farce . "	0	"23,26"		
too close to phantom meace for comfort .	0	4		
focuses on joan 's ragig hormones and sledgehammers the audience with spanish inquisitions about her `` madness `` so mch that i became mad that i wasted 123 minutes and $ 9.50 # # # on this 21s centur torture devce .	0	"4,19,37,38,40"		
" the weight of water uss water as a mtaphor for subconscious desire , but this leaky script barely stays afloat . "	0	"5,9"		
" a simpe , soetimes maddeningly slow film that has just enough charm and good acting to make it intersting , but is ultimatey pulled under by the pacing and lack of creativity within . "	1	"2,4,19,23"		
" began life as a computer game , then morphe into a mvie -- a bad on , of cours . "	0	"9,12,16,19"		
" a sad , superior human comedy played out on the back roads of ife . "	1	14		
" it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is roance "	1	19		
" ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessibe . "	1	19		
" this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life . "	1			
... as the story congeals you fel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .	0	6		
" like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . "	0			
flounders due to the general sense that no two people working on the prodution had exactly the same thing in mind .	0	13		
this version incarnates the prophetic book in a way even its exacting uthor might admire .	0	12		
" sndra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and elf-absorbed martha as her heart begns to open . "	0	"1,14,19"		
" the thrille side of this movie is fallin flat , as the stalker does 't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case . "	1	"2,8,15"		
a remarkable 179-minute medtation on the natue of revolution .	0	"3,6"		
claude miler airs out a tight plot with an easy pace and a focus on character draa over crime-film complications .	1	"1,16"		
the movie quickly drags on becoming boring and predictable .	1			
" despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly delibrate pce and uneven narative momentum . "	1	"18,19,22"		
i hat this movie	1	1		
we get some truly unique chaacter studies and a cross-sction of americana that hollywood could n't possibly fictionalize and be elieved .	1	"5,9,20"		
" `` antwone fisher `` is an earnest , by-the-numbers effort by washington . "	0			
" i would have preferred a transfer down the hall to mr. holland 's class for the music , or to robin williams 's lecture so i could lsten to a teacher with humor , pasion , and verve . "	1	"28,35"		
" here , adrian lyne coes as close to profundity as he is likly to get . "	1	"5,13"		
a predictable and stereotypical little b-movie .	1			
demme 's loose approach kills the suspense .	1			
" though the violence is far less sadistic than usual , the film is typicl miike : fast , furious and full of off-the-cuff imaginative flourishes . "	0	14		
the perfect film for those who lie sick comedies that can be snide .	1	6		
" interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` re dragon ' right from under their noes . "	1	"18,25"		
made by jackasses for jackasses .	0			
he 's super sy !	0	3		
let your silly childhood nostlgia slumber unmolested .	1	4		
a long-winded and stagy session of romantic contrivances that never really gels like the shrewd femnist fairy tale it could have been .	1	15		
" it is also , at times , curiously moving . "	1			
" the acting by the over-25s lacks spark , with csokas particularly unconnected . "	1			
" sound the trumpets : for the first time since desperately seeking susan , madonna does n't suck as an acress . "	0	20		
... -lrb- a -rrb- strained comedy that jettions all opportunities for rock to make his mark by serving up the usual chaotic nonsense .	0	7		
" a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance . "	1			
" if it sees like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eed boldness and quiet irony with which actor and diector take on life 's urget questions . "	1	"3,28,37,42"		
a waste of good performances .	1			
" theirs is a simple and heart-warmig story , full of mirth that should charm all but the most cynical . "	1	6		
" it migh be tempting to regard mr. andrw and his collaboraors as oddballs , but m. earnhart 's quizzical , charming movie allows us to see them , finally , as artists . "	1	"2,8,11,16"		
neithr funny nor suspeseful nor particularly well-drawn .	0	"0,3"		
" hough the film 's scenario is ertainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare . "	1	"1,7"		
" but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the phtography . "	1	17		
" -lrb- davis -rb- has a bright , chipper tyle that keps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . "	1	"3,9,11"		
i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo-ha .	0			
a bit of an unwieldy mess .	0			
ti story 's not there yet - but ` barbershop ' shows he 's on his way .	1	0		
this is the ype of moie best enjoyd by frat bys and college kids while sucking on the bong and downing one lcoholic bevrage after another .	1	"3,5,7,10,22,23"		
" for the first time in severl years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of s. leoni 's ellie . "	1	"6,25"		
but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together .	0			
" shainberg weaves a carefully baanced scenario that is controlled by neither character , is weirly sympathetic to both and manages to be tender and arkly comic . "	1	"5,15,25"		
" not a movie but a live-action agitprop catoon so shameless and coarse , it 's almost funy . "	1	"8,17"		
a beautiful and haunting examination of the stories we tll ourselves to make sense of the mundane horrors of the world .	1	9		
" if it 's possible for a sequel to outshine the original , then sl2 does just that . "	1			
rate an ` e ' for effort -- and a ` b ' for boring .	1	0		
" if you 're not a prepubescent girl , you 'll be laughing at britney spears ' movie-starrng debut whenever it does n' have you impatiently squinting at your watch . "	0	"17,22"		
" the fil is surprisingly well-directed by bret ratner , who eeps things moing well -- at least until the problematic third act . "	0	"2,7,11,13"		
" sunshine stat lacks the kid of dynamic that limbo ofers , and in some ways is a rather indulgent piece . "	0	"2,5,10"		
looks awully like one long torist spot for a mississippi that may nevr have existed outside of a scriptwriter 's imagination .	0	"1,5,12"		
" there is no entry portal in the rules of attraction , and i spent most of the movie feeling depressed by the shalow , selfish , greedy characters . "	0	23		
" opens as promiing as any war\/adventure film you 'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled `` glory : a soldier 's story . `` "	0	3		
no . .	0			
some decent actors inflit big damage pon their reputations .	0	"3,6"		
this clever caper movie has twists worthy of david mamet and is enomous fun for thinking audiences .	0	12		
" beefits from a strog performance from zhao , but it 's dong jie 's face you remember at the end . "	1	"1,4"		
the master of disaster - it 's a piece of dreck disguised as comedy .	1			
" it may be an easy swie to take , but this babershop just does n't make the ct . "	0	"6,12,18"		
" the film delivers not just the full assault of reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days . "	1			
the invinible werner herzog is alive and well and living in la	0	1		
a psychologicl thriller with a smart script and an obsessie-compulsive 's attention to detail .	1	"1,9"		
" offenive in the wy it exploits the hot-button isue of domstic abuse for cheap thrills and disgsting in the mannr it repeatedly puts a small child in jeopardy , treting her as little more than a prop to be cruelly tormented . "	0	"1,4,9,11,17,20,30"		
